"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Sheet","FileName","Found","Column","Row","Url"
"221","insertValue","2019-03-05T20:08:35.179Z","type","1","Web","complete",,,,,,
"221","clickButton","2019-03-05T20:08:46.859Z","B4",,"Web","complete",,,,,,
"221","openFile","2019-03-05T20:08:50.204Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"221","findValue","2019-03-05T20:08:52.149Z",,"1598","Excel","complete",,,"false",,,
"221","copy","2019-03-05T20:08:56.378Z",,"value713","Excel","complete",,,,"B","1",
"221","paste","2019-03-05T20:08:59.387Z","finalCode","vaue713","Web","complete",,,,,,
"221","clickButton","2019-03-05T20:09:03.141Z","OK",,"Web","complete",,,,,,
"222","insertValue","2019-03-05T20:09:13.141Z","name","name178","Web","complete",,,,,,
"222","insertValue","2019-03-05T20:09:21.330Z","surname","surname178","Web","complete",,,,,,
"222","insertValue","2019-03-05T20:09:34.981Z","age","21","Web","complete",,,,,,
"222","insertValue","2019-03-05T20:09:46.402Z","type","1","Web","complete",,,,,,
"222","clickButton","2019-03-05T20:09:55.630Z","B4",,"Web","complete",,,,,,
"222","goToUrl","2019-03-05T20:09:59.104Z",,,"Web","complete",,,,,,"www.webpage.com"
"222","clickButton","2019-03-05T20:10:01.996Z","B5",,"Web","complete",,,,,,
"222","insertValue","2019-03-05T20:10:04.511Z","valueX","valuex178","Web","complete",,,,,,
"222","clickButton","2019-03-05T20:10:06.353Z","OK",,"Web","complete",,,,,,
"223","insertValue","2019-03-05T20:10:16.353Z","name","name1472","Web","complete",,,,,,
"223","insertValue","2019-03-05T20:10:22.131Z","surname","surname1472","Web","complete",,,,,,
"223","insertValue","2019-03-05T20:10:30.170Z","age","28","Web","complete",,,,,,
"223","insertValue","2019-03-05T20:10:33.870Z","type","1","Web","complete",,,,,,
"223","clickButton","2019-03-05T20:10:42.215Z","B4",,"Web","complete",,,,,,
"223","openFile","2019-03-05T20:10:45.982Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"223","findValue","2019-03-05T20:10:47.040Z",,"1997","Excel","complete",,,"false",,,
"223","copy","2019-03-05T20:10:48.413Z",,"value1472","Excel","complete",,,,"B","1",
"223","paste","2019-03-05T20:10:50.701Z",,"vaue1472","Excel","complete",,,,"C","2",
"223","clickButton","2019-03-05T20:10:52.804Z","Cancel",,"Web","complete",,,,,,
"224","insertValue","2019-03-05T20:11:02.804Z","name","name2085","Web","complete",,,,,,
"224","insertValue","2019-03-05T20:11:16.946Z","surname","surname2085","Web","complete",,,,,,
"224","insertValue","2019-03-05T20:11:27.418Z","age","26","Web","complete",,,,,,
"224","insertValue","2019-03-05T20:11:38.854Z","type","3","Web","complete",,,,,,
"224","clickButton","2019-03-05T20:11:47.964Z","B1",,"Web","complete",,,,,,
"224","insertValue","2019-03-05T20:11:50.978Z",,"2877","Excel","complete",,,,"B","30",
"224","goToUrl","2019-03-05T20:11:56.683Z",,,"Web","complete",,,,,,"www.webpage2.com"
"224","copy","2019-03-05T20:12:01.988Z","value2","value2877","Web","complete",,,,,,
"224","paste","2019-03-05T20:12:05.664Z",,"vaue2877","Excel","complete",,,,"C","2",
"224","clickButton","2019-03-05T20:12:09.189Z","Cancel",,"Web","complete",,,,,,
"225","insertValue","2019-03-05T20:12:19.189Z","name","name194","Web","complete",,,,,,
"225","insertValue","2019-03-05T20:12:25.076Z","surname","surname194","Web","complete",,,,,,
"225","insertValue","2019-03-05T20:12:35.723Z","age","20","Web","complete",,,,,,
"225","insertValue","2019-03-05T20:12:38.661Z","type","4","Web","complete",,,,,,
"225","openFile","2019-03-05T20:12:47.735Z",,,"Excel","complete","Sheet1","data.xls",,,,
"225","goToUrl","2019-03-05T20:12:53.359Z",,,"Web","complete",,,,,,"www.webpage.com"
"225","insertValue","2019-03-05T20:13:01.382Z","username","Frank01","Web","complete",,,,,,
"225","insertValue","2019-03-05T20:13:06.857Z","password","LittleFrank123","Web","complete",,,,,,
"225","clickButton","2019-03-05T20:13:21.884Z","confirm",,"Web","complete",,,,,,
"225","waitResponse","2019-03-05T20:13:24.315Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"225","clickButton","2019-03-05T20:13:33.061Z","Button1",,"Web","complete",,,,,,
"225","clickButton","2019-03-05T20:13:37.454Z","B2",,"Web","complete",,,,,,
"225","insertValue","2019-03-05T20:13:42.083Z","ID","182381","Web","complete",,,,,,
"225","copy","2019-03-05T20:13:44.665Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"225","paste","2019-03-05T20:13:47.461Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"225","copy","2019-03-05T20:13:50.201Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"225","paste","2019-03-05T20:13:53.696Z","Area","Melbourne 123","Web","complete",,,,,,
"225","clickButton","2019-03-05T20:13:56.525Z","B8",,"Web","complete",,,,,,
"226","insertValue","2019-03-05T20:14:06.525Z","name","name685","Web","complete",,,,,,
"226","insertValue","2019-03-05T20:14:08.441Z","surname","surname685","Web","complete",,,,,,
"226","insertValue","2019-03-05T20:14:15.767Z","age","27","Web","complete",,,,,,
"226","insertValue","2019-03-05T20:14:29.482Z","type","4","Web","complete",,,,,,
"226","openFile","2019-03-05T20:14:39.001Z",,,"Excel","complete","Sheet1","data.xls",,,,
"226","goToUrl","2019-03-05T20:14:50.524Z",,,"Web","complete",,,,,,"www.webpage.com"
"226","insertValue","2019-03-05T20:15:02.285Z","username","Frank01","Web","complete",,,,,,
"226","insertValue","2019-03-05T20:15:08.007Z","password","LittleFrank123","Web","complete",,,,,,
"226","clickButton","2019-03-05T20:15:08.438Z","confirm",,"Web","complete",,,,,,
"226","waitResponse","2019-03-05T20:15:12.962Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"226","clickButton","2019-03-05T20:15:16.519Z","Button1",,"Web","complete",,,,,,
"226","clickButton","2019-03-05T20:15:20.314Z","B2",,"Web","complete",,,,,,
"226","insertValue","2019-03-05T20:15:22.719Z","ID","182381","Web","complete",,,,,,
"226","copy","2019-03-05T20:15:24.819Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"226","paste","2019-03-05T20:15:26.179Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"226","copy","2019-03-05T20:15:28.655Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"226","paste","2019-03-05T20:15:31.142Z","Area","Melbourne 123","Web","complete",,,,,,
"226","clickButton","2019-03-05T20:15:34.541Z","B8",,"Web","complete",,,,,,
"227","insertValue","2019-03-05T20:15:44.541Z","name","name275","Web","complete",,,,,,
"227","insertValue","2019-03-05T20:15:58.454Z","surname","surname275","Web","complete",,,,,,
"227","insertValue","2019-03-05T20:16:13.267Z","age","24","Web","complete",,,,,,
"227","insertValue","2019-03-05T20:16:16.437Z","type","3","Web","complete",,,,,,
"227","clickButton","2019-03-05T20:16:22.322Z","B4",,"Web","complete",,,,,,
"227","openFile","2019-03-05T20:16:25.573Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"227","findValue","2019-03-05T20:16:28.606Z",,"3703","Excel","complete",,,"false",,,
"227","copy","2019-03-05T20:16:31.667Z",,"value275","Excel","complete",,,,"B","1",
"227","paste","2019-03-05T20:16:34.023Z","finalCode","vaue275","Web","complete",,,,,,
"227","clickButton","2019-03-05T20:16:38.437Z","Cancel",,"Web","complete",,,,,,
"228","insertValue","2019-03-05T20:16:48.437Z","name","name1321","Web","complete",,,,,,
"228","insertValue","2019-03-05T20:16:53.937Z","surname","surname1321","Web","complete",,,,,,
"228","insertValue","2019-03-05T20:17:09.933Z","age","21","Web","complete",,,,,,
"228","insertValue","2019-03-05T20:17:22.434Z","type","1","Web","complete",,,,,,
"228","clickButton","2019-03-05T20:17:34.380Z","B4",,"Web","complete",,,,,,
"228","goToUrl","2019-03-05T20:17:36.640Z",,,"Web","complete",,,,,,"www.webpage.com"
"228","clickButton","2019-03-05T20:17:41.072Z","B5",,"Web","complete",,,,,,
"228","insertValue","2019-03-05T20:17:52.302Z","valueX","valuex1321","Web","complete",,,,,,
"228","clickButton","2019-03-05T20:17:55.999Z","OK",,"Web","complete",,,,,,
"229","insertValue","2019-03-05T20:18:05.999Z","name","name798","Web","complete",,,,,,
"229","insertValue","2019-03-05T20:18:07.136Z","surname","surname798","Web","complete",,,,,,
"229","insertValue","2019-03-05T20:18:20.363Z","age","21","Web","complete",,,,,,
"229","insertValue","2019-03-05T20:18:35.808Z","type","3","Web","complete",,,,,,
"229","clickButton","2019-03-05T20:18:45.059Z","B1",,"Web","complete",,,,,,
"229","insertValue","2019-03-05T20:18:46.654Z",,"4859","Excel","complete",,,,"B","6",
"229","goToUrl","2019-03-05T20:18:56.565Z",,,"Web","complete",,,,,,"www.webpage2.com"
"229","copy","2019-03-05T20:18:59.122Z","value2","value4859","Web","complete",,,,,,
"229","paste","2019-03-05T20:19:02.719Z","finalCode","vaue4859","Web","complete",,,,,,
"229","clickButton","2019-03-05T20:19:05.353Z","OK",,"Web","complete",,,,,,
"230","insertValue","2019-03-05T20:19:15.353Z","name","name2282","Web","complete",,,,,,
"230","insertValue","2019-03-05T20:19:20.058Z","surname","surname2282","Web","complete",,,,,,
"230","insertValue","2019-03-05T20:19:26.528Z","age","41","Web","complete",,,,,,
"230","insertValue","2019-03-05T20:19:35.841Z","type","4","Web","complete",,,,,,
"230","openFile","2019-03-05T20:19:42.733Z",,,"Excel","complete","Sheet1","data.xls",,,,
"230","goToUrl","2019-03-05T20:19:46.117Z",,,"Web","complete",,,,,,"www.webpage.com"
"230","insertValue","2019-03-05T20:19:57.644Z","username","Frank01","Web","complete",,,,,,
"230","insertValue","2019-03-05T20:20:03.963Z","password","LittleFrank123","Web","complete",,,,,,
"230","clickButton","2019-03-05T20:20:08.760Z","confirm",,"Web","complete",,,,,,
"230","waitResponse","2019-03-05T20:20:12.848Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"230","clickButton","2019-03-05T20:20:19.449Z","Button1",,"Web","complete",,,,,,
"230","clickButton","2019-03-05T20:20:22.050Z","B2",,"Web","complete",,,,,,
"230","insertValue","2019-03-05T20:20:25.016Z","ID","182381","Web","complete",,,,,,
"230","copy","2019-03-05T20:20:25.457Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"230","paste","2019-03-05T20:20:29.344Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"230","copy","2019-03-05T20:20:31.545Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"230","paste","2019-03-05T20:20:34.721Z","Area","Melbourne 123","Web","complete",,,,,,
"230","clickButton","2019-03-05T20:20:39.351Z","B8",,"Web","complete",,,,,,
"231","insertValue","2019-03-05T20:20:49.351Z","name","name1095","Web","complete",,,,,,
"231","insertValue","2019-03-05T20:20:53.682Z","surname","surname1095","Web","complete",,,,,,
"231","insertValue","2019-03-05T20:20:56.553Z","age","18","Web","complete",,,,,,
"231","insertValue","2019-03-05T20:21:06.229Z","type","3","Web","complete",,,,,,
"231","clickButton","2019-03-05T20:21:16.697Z","B1",,"Web","complete",,,,,,
"231","insertValue","2019-03-05T20:21:20.913Z",,"4354","Excel","complete",,,,"B","24",
"231","goToUrl","2019-03-05T20:21:29.988Z",,,"Web","complete",,,,,,"www.webpage2.com"
"231","copy","2019-03-05T20:21:35.499Z","value2","value4354","Web","complete",,,,,,
"231","paste","2019-03-05T20:21:36.767Z",,"vaue4354","Excel","complete",,,,"C","2",
"231","clickButton","2019-03-05T20:21:39.376Z","OK",,"Web","complete",,,,,,
"232","insertValue","2019-03-05T20:21:49.376Z","name","name941","Web","complete",,,,,,
"232","insertValue","2019-03-05T20:21:57.800Z","surname","surname941","Web","complete",,,,,,
"232","insertValue","2019-03-05T20:22:05.743Z","age","42","Web","complete",,,,,,
"232","insertValue","2019-03-05T20:22:10.846Z","type","3","Web","complete",,,,,,
"232","clickButton","2019-03-05T20:22:20.026Z","B4",,"Web","complete",,,,,,
"232","openFile","2019-03-05T20:22:22.695Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"232","findValue","2019-03-05T20:22:24.656Z",,"3927","Excel","complete",,,"true",,,
"232","copy","2019-03-05T20:22:26.533Z",,"value941","Excel","complete",,,,"B","1",
"232","paste","2019-03-05T20:22:27.595Z","finalCode","vaue941","Web","complete",,,,,,
"232","clickButton","2019-03-05T20:22:31.868Z","OK",,"Web","complete",,,,,,
"233","insertValue","2019-03-05T20:22:41.868Z","name","name2542","Web","complete",,,,,,
"233","insertValue","2019-03-05T20:22:50.744Z","surname","surname2542","Web","complete",,,,,,
"233","insertValue","2019-03-05T20:23:06.853Z","age","27","Web","complete",,,,,,
"233","insertValue","2019-03-05T20:23:10.216Z","type","4","Web","complete",,,,,,
"233","openFile","2019-03-05T20:23:16.012Z",,,"Excel","complete","Sheet1","data.xls",,,,
"233","goToUrl","2019-03-05T20:23:31.415Z",,,"Web","complete",,,,,,"www.webpage.com"
"233","insertValue","2019-03-05T20:23:38.221Z","username","Frank01","Web","complete",,,,,,
"233","insertValue","2019-03-05T20:23:53.862Z","password","LittleFrank123","Web","complete",,,,,,
"233","clickButton","2019-03-05T20:23:57.096Z","confirm",,"Web","complete",,,,,,
"233","waitResponse","2019-03-05T20:23:59.858Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"233","clickButton","2019-03-05T20:24:06.541Z","Button1",,"Web","complete",,,,,,
"233","clickButton","2019-03-05T20:24:08.933Z","B2",,"Web","complete",,,,,,
"233","insertValue","2019-03-05T20:24:10.624Z","ID","182381","Web","complete",,,,,,
"233","copy","2019-03-05T20:24:14.634Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"233","paste","2019-03-05T20:24:18.581Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"233","copy","2019-03-05T20:24:22.335Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"233","paste","2019-03-05T20:24:23.921Z","Area","Melbourne 123","Web","complete",,,,,,
"233","clickButton","2019-03-05T20:24:28.397Z","B8",,"Web","complete",,,,,,
"234","insertValue","2019-03-05T20:24:38.397Z","name","name1487","Web","complete",,,,,,
"234","insertValue","2019-03-05T20:24:48.367Z","surname","surname1487","Web","complete",,,,,,
"234","insertValue","2019-03-05T20:24:51.885Z","age","19","Web","complete",,,,,,
"234","insertValue","2019-03-05T20:25:01.002Z","type","3","Web","complete",,,,,,
"234","clickButton","2019-03-05T20:25:15.056Z","B4",,"Web","complete",,,,,,
"234","goToUrl","2019-03-05T20:25:19.697Z",,,"Web","complete",,,,,,"www.webpage.com"
"234","clickButton","2019-03-05T20:25:21.046Z","B5",,"Web","complete",,,,,,
"234","insertValue","2019-03-05T20:25:26.833Z","valueX","valuex1487","Web","complete",,,,,,
"234","clickButton","2019-03-05T20:25:28.052Z","OK",,"Web","complete",,,,,,
"235","insertValue","2019-03-05T20:25:38.052Z","name","name2783","Web","complete",,,,,,
"235","insertValue","2019-03-05T20:25:45.371Z","surname","surname2783","Web","complete",,,,,,
"235","insertValue","2019-03-05T20:25:56.468Z","age","38","Web","complete",,,,,,
"235","insertValue","2019-03-05T20:26:04.227Z","type","4","Web","complete",,,,,,
"235","openFile","2019-03-05T20:26:09.816Z",,,"Excel","complete","Sheet1","data.xls",,,,
"235","goToUrl","2019-03-05T20:26:20.824Z",,,"Web","complete",,,,,,"www.webpage.com"
"235","insertValue","2019-03-05T20:26:31.149Z","username","Frank01","Web","complete",,,,,,
"235","insertValue","2019-03-05T20:26:37.430Z","password","LittleFrank123","Web","complete",,,,,,
"235","clickButton","2019-03-05T20:26:46.809Z","confirm",,"Web","complete",,,,,,
"235","waitResponse","2019-03-05T20:26:50.913Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"235","clickButton","2019-03-05T20:27:02.077Z","Button1",,"Web","complete",,,,,,
"235","clickButton","2019-03-05T20:27:04.848Z","B2",,"Web","complete",,,,,,
"235","insertValue","2019-03-05T20:27:09.331Z","ID","182381","Web","complete",,,,,,
"235","copy","2019-03-05T20:27:13.180Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"235","paste","2019-03-05T20:27:16.185Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"235","copy","2019-03-05T20:27:18.479Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"235","paste","2019-03-05T20:27:21.303Z","Area","Melbourne 123","Web","complete",,,,,,
"235","clickButton","2019-03-05T20:27:24.592Z","B8",,"Web","complete",,,,,,
"236","insertValue","2019-03-05T20:27:34.592Z","name","name1773","Web","complete",,,,,,
"236","insertValue","2019-03-05T20:27:37.797Z","surname","surname1773","Web","complete",,,,,,
"236","insertValue","2019-03-05T20:27:42.954Z","age","22","Web","complete",,,,,,
"236","insertValue","2019-03-05T20:27:46.853Z","type","3","Web","complete",,,,,,
"236","clickButton","2019-03-05T20:27:52.173Z","B1",,"Web","complete",,,,,,
"236","insertValue","2019-03-05T20:27:55.857Z",,"2440","Excel","complete",,,,"B","8",
"236","goToUrl","2019-03-05T20:28:06.589Z",,,"Web","complete",,,,,,"www.webpage2.com"
"236","copy","2019-03-05T20:28:18.191Z","value2","value2440","Web","complete",,,,,,
"236","paste","2019-03-05T20:28:21.462Z","finalCode","vaue2440","Web","complete",,,,,,
"236","clickButton","2019-03-05T20:28:25.088Z","Cancel",,"Web","complete",,,,,,
"237","insertValue","2019-03-05T20:28:35.088Z","name","name2243","Web","complete",,,,,,
"237","insertValue","2019-03-05T20:28:40.227Z","surname","surname2243","Web","complete",,,,,,
"237","insertValue","2019-03-05T20:28:52.335Z","age","22","Web","complete",,,,,,
"237","insertValue","2019-03-05T20:29:01.107Z","type","3","Web","complete",,,,,,
"237","clickButton","2019-03-05T20:29:12.617Z","B4",,"Web","complete",,,,,,
"237","goToUrl","2019-03-05T20:29:16.064Z",,,"Web","complete",,,,,,"www.webpage.com"
"237","clickButton","2019-03-05T20:29:19.336Z","B5",,"Web","complete",,,,,,
"237","insertValue","2019-03-05T20:29:30.937Z","valueX","valuex2243","Web","complete",,,,,,
"237","clickButton","2019-03-05T20:29:34.241Z","OK",,"Web","complete",,,,,,
"238","insertValue","2019-03-05T20:29:44.241Z","name","name1436","Web","complete",,,,,,
"238","insertValue","2019-03-05T20:29:52.312Z","surname","surname1436","Web","complete",,,,,,
"238","insertValue","2019-03-05T20:29:58.685Z","age","40","Web","complete",,,,,,
"238","insertValue","2019-03-05T20:30:13.047Z","type","3","Web","complete",,,,,,
"238","clickButton","2019-03-05T20:30:15.407Z","B4",,"Web","complete",,,,,,
"238","goToUrl","2019-03-05T20:30:18.808Z",,,"Web","complete",,,,,,"www.webpage.com"
"238","clickButton","2019-03-05T20:30:20.575Z","B5",,"Web","complete",,,,,,
"238","insertValue","2019-03-05T20:30:26.210Z","valueX","valuex1436","Web","complete",,,,,,
"238","clickButton","2019-03-05T20:30:29.220Z","OK",,"Web","complete",,,,,,
"239","insertValue","2019-03-05T20:30:39.220Z","name","name1069","Web","complete",,,,,,
"239","insertValue","2019-03-05T20:30:47.190Z","surname","surname1069","Web","complete",,,,,,
"239","insertValue","2019-03-05T20:30:54.111Z","age","30","Web","complete",,,,,,
"239","insertValue","2019-03-05T20:30:59.018Z","type","3","Web","complete",,,,,,
"239","clickButton","2019-03-05T20:31:12.762Z","B4",,"Web","complete",,,,,,
"239","openFile","2019-03-05T20:31:15.638Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"239","findValue","2019-03-05T20:31:19.832Z",,"3394","Excel","complete",,,"false",,,
"239","copy","2019-03-05T20:31:24.462Z",,"value1069","Excel","complete",,,,"B","1",
"239","paste","2019-03-05T20:31:26.332Z",,"vaue1069","Excel","complete",,,,"C","2",
"239","clickButton","2019-03-05T20:31:31.313Z","OK",,"Web","complete",,,,,,
"240","insertValue","2019-03-05T20:31:41.313Z","name","name117","Web","complete",,,,,,
"240","insertValue","2019-03-05T20:31:45.230Z","surname","surname117","Web","complete",,,,,,
"240","insertValue","2019-03-05T20:31:54.295Z","age","24","Web","complete",,,,,,
"240","insertValue","2019-03-05T20:32:04.457Z","type","3","Web","complete",,,,,,
"240","clickButton","2019-03-05T20:32:14.449Z","B4",,"Web","complete",,,,,,
"240","openFile","2019-03-05T20:32:18.231Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"240","findValue","2019-03-05T20:32:19.969Z",,"2009","Excel","complete",,,"false",,,
"240","copy","2019-03-05T20:32:22.851Z",,"value117","Excel","complete",,,,"B","1",
"240","paste","2019-03-05T20:32:25.011Z",,"vaue117","Excel","complete",,,,"C","2",
"240","paste","2019-03-05T20:32:25.911Z","finalCode","vaue117","Web","complete",,,,,,
"240","clickButton","2019-03-05T20:32:30.451Z","Cancel",,"Web","complete",,,,,,
"241","insertValue","2019-03-05T20:32:40.451Z","name","name335","Web","complete",,,,,,
"241","insertValue","2019-03-05T20:32:48.643Z","surname","surname335","Web","complete",,,,,,
"241","insertValue","2019-03-05T20:33:01.289Z","age","25","Web","complete",,,,,,
"241","insertValue","2019-03-05T20:33:11.845Z","type","2","Web","complete",,,,,,
"241","clickButton","2019-03-05T20:33:20.015Z","B4",,"Web","complete",,,,,,
"241","goToUrl","2019-03-05T20:33:22.797Z",,,"Web","complete",,,,,,"www.webpage.com"
"241","clickButton","2019-03-05T20:33:25.367Z","B5",,"Web","complete",,,,,,
"241","insertValue","2019-03-05T20:33:35.187Z","valueX","valuex335","Web","complete",,,,,,
"241","clickButton","2019-03-05T20:33:39.738Z","Cancel",,"Web","complete",,,,,,
"242","insertValue","2019-03-05T20:33:49.738Z","name","name1839","Web","complete",,,,,,
"242","insertValue","2019-03-05T20:33:59.105Z","surname","surname1839","Web","complete",,,,,,
"242","insertValue","2019-03-05T20:34:20.830Z","age","25","Web","complete",,,,,,
"242","insertValue","2019-03-05T20:34:26.049Z","type","1","Web","complete",,,,,,
"242","clickButton","2019-03-05T20:34:30.826Z","B4",,"Web","complete",,,,,,
"242","goToUrl","2019-03-05T20:34:34.084Z",,,"Web","complete",,,,,,"www.webpage.com"
"242","clickButton","2019-03-05T20:34:37.323Z","B5",,"Web","complete",,,,,,
"242","insertValue","2019-03-05T20:34:44.905Z","valueX","valuex1839","Web","complete",,,,,,
"242","clickButton","2019-03-05T20:34:48.834Z","OK",,"Web","complete",,,,,,
"243","insertValue","2019-03-05T20:34:58.834Z","name","name164","Web","complete",,,,,,
"243","insertValue","2019-03-05T20:35:03.553Z","surname","surname164","Web","complete",,,,,,
"243","insertValue","2019-03-05T20:35:17.745Z","age","27","Web","complete",,,,,,
"243","insertValue","2019-03-05T20:35:25.408Z","type","1","Web","complete",,,,,,
"243","clickButton","2019-03-05T20:35:26.746Z","B4",,"Web","complete",,,,,,
"243","openFile","2019-03-05T20:35:30.066Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"243","findValue","2019-03-05T20:35:32.322Z",,"3075","Excel","complete",,,"false",,,
"243","copy","2019-03-05T20:35:34.688Z",,"value164","Excel","complete",,,,"B","1",
"243","paste","2019-03-05T20:35:37.681Z","finalCode","vaue164","Web","complete",,,,,,
"243","clickButton","2019-03-05T20:35:40.449Z","Cancel",,"Web","complete",,,,,,
"244","insertValue","2019-03-05T20:35:50.449Z","name","name170","Web","complete",,,,,,
"244","insertValue","2019-03-05T20:35:55.996Z","surname","surname170","Web","complete",,,,,,
"244","insertValue","2019-03-05T20:35:57.214Z","age","22","Web","complete",,,,,,
"244","insertValue","2019-03-05T20:36:09.261Z","type","2","Web","complete",,,,,,
"244","clickButton","2019-03-05T20:36:09.522Z","B4",,"Web","complete",,,,,,
"244","goToUrl","2019-03-05T20:36:11.279Z",,,"Web","complete",,,,,,"www.webpage.com"
"244","clickButton","2019-03-05T20:36:14.561Z","B5",,"Web","complete",,,,,,
"244","insertValue","2019-03-05T20:36:15.539Z","valueX","valuex170","Web","complete",,,,,,
"244","clickButton","2019-03-05T20:36:19.411Z","Cancel",,"Web","complete",,,,,,
"245","insertValue","2019-03-05T20:36:29.411Z","name","name2990","Web","complete",,,,,,
"245","insertValue","2019-03-05T20:36:32.938Z","surname","surname2990","Web","complete",,,,,,
"245","insertValue","2019-03-05T20:36:41.257Z","age","21","Web","complete",,,,,,
"245","insertValue","2019-03-05T20:36:44.932Z","type","3","Web","complete",,,,,,
"245","clickButton","2019-03-05T20:36:45.785Z","B4",,"Web","complete",,,,,,
"245","openFile","2019-03-05T20:36:49.585Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"245","findValue","2019-03-05T20:36:52.517Z",,"4494","Excel","complete",,,"true",,,
"245","copy","2019-03-05T20:36:55.125Z",,"value2990","Excel","complete",,,,"B","1",
"245","paste","2019-03-05T20:36:57.535Z","finalCode","vaue2990","Web","complete",,,,,,
"245","clickButton","2019-03-05T20:37:01.491Z","Cancel",,"Web","complete",,,,,,
"246","insertValue","2019-03-05T20:37:11.491Z","name","name2188","Web","complete",,,,,,
"246","insertValue","2019-03-05T20:37:24.452Z","surname","surname2188","Web","complete",,,,,,
"246","insertValue","2019-03-05T20:37:26.257Z","age","28","Web","complete",,,,,,
"246","insertValue","2019-03-05T20:37:29.534Z","type","2","Web","complete",,,,,,
"246","clickButton","2019-03-05T20:37:38.577Z","B4",,"Web","complete",,,,,,
"246","goToUrl","2019-03-05T20:37:41.688Z",,,"Web","complete",,,,,,"www.webpage.com"
"246","clickButton","2019-03-05T20:37:43.382Z","B5",,"Web","complete",,,,,,
"246","insertValue","2019-03-05T20:37:45.144Z","valueX","valuex2188","Web","complete",,,,,,
"246","clickButton","2019-03-05T20:37:48.973Z","Cancel",,"Web","complete",,,,,,
"247","insertValue","2019-03-05T20:37:58.973Z","name","name2193","Web","complete",,,,,,
"247","insertValue","2019-03-05T20:37:59.602Z","surname","surname2193","Web","complete",,,,,,
"247","insertValue","2019-03-05T20:38:13.644Z","age","25","Web","complete",,,,,,
"247","insertValue","2019-03-05T20:38:22.743Z","type","3","Web","complete",,,,,,
"247","clickButton","2019-03-05T20:38:24.619Z","B1",,"Web","complete",,,,,,
"247","insertValue","2019-03-05T20:38:26.958Z",,"4494","Excel","complete",,,,"B","22",
"247","goToUrl","2019-03-05T20:38:35.064Z",,,"Web","complete",,,,,,"www.webpage2.com"
"247","copy","2019-03-05T20:38:49.030Z","value2","value4494","Web","complete",,,,,,
"247","paste","2019-03-05T20:38:50.374Z","finalCode","vaue4494","Web","complete",,,,,,
"247","clickButton","2019-03-05T20:38:52.685Z","Cancel",,"Web","complete",,,,,,
"248","insertValue","2019-03-05T20:39:02.685Z","name","name1099","Web","complete",,,,,,
"248","insertValue","2019-03-05T20:39:10.901Z","surname","surname1099","Web","complete",,,,,,
"248","insertValue","2019-03-05T20:39:14.392Z","age","49","Web","complete",,,,,,
"248","insertValue","2019-03-05T20:39:17.881Z","type","2","Web","complete",,,,,,
"248","clickButton","2019-03-05T20:39:22.119Z","B4",,"Web","complete",,,,,,
"248","openFile","2019-03-05T20:39:23.846Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"248","findValue","2019-03-05T20:39:27.851Z",,"3602","Excel","complete",,,"true",,,
"248","copy","2019-03-05T20:39:29.645Z",,"value1099","Excel","complete",,,,"B","1",
"248","paste","2019-03-05T20:39:31.932Z","finalCode","vaue1099","Web","complete",,,,,,
"248","clickButton","2019-03-05T20:39:34.388Z","OK",,"Web","complete",,,,,,
"249","insertValue","2019-03-05T20:39:44.388Z","name","name2128","Web","complete",,,,,,
"249","insertValue","2019-03-05T20:39:55.188Z","surname","surname2128","Web","complete",,,,,,
"249","insertValue","2019-03-05T20:40:03.196Z","age","27","Web","complete",,,,,,
"249","insertValue","2019-03-05T20:40:13.246Z","type","1","Web","complete",,,,,,
"249","clickButton","2019-03-05T20:40:30.484Z","B4",,"Web","complete",,,,,,
