"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Column","Row","Sheet","FileName","Url","Found"
"262","clickButton","2019-03-05T15:06:51.943Z","add",,"Web","complete",,,,,,
"262","clickButton","2019-03-05T15:06:53.990Z","OK",,"Web","complete",,,,,,
"263","insertValue","2019-03-05T15:07:03.990Z","value1","value117","Web","complete",,,,,,
"263","insertValue","2019-03-05T15:07:06.892Z","code","23","Web","complete",,,,,,
"263","clickButton","2019-03-05T15:07:26.847Z","B7",,"Web","complete",,,,,,
"263","goToUrl","2019-03-05T15:07:29.060Z",,,"Web","complete",,,,,"www.webpage2.com",
"263","clickButton","2019-03-05T15:07:41.911Z","open",,"Web","complete",,,,,,
"263","openFile","2019-03-05T15:07:45.498Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"263","findValue","2019-03-05T15:07:46.747Z",,"name1582","Excel","complete",,,,,,"false"
"263","goToUrl","2019-03-05T15:07:48.744Z",,,"Web","complete",,,,,"www.webpage.com",
"263","clickButton","2019-03-05T15:08:04.661Z","OK",,"Web","complete",,,,,,
"264","insertValue","2019-03-05T15:08:14.661Z","value1","value1079","Web","complete",,,,,,
"264","insertValue","2019-03-05T15:08:15.479Z","code","25","Web","complete",,,,,,
"264","clickButton","2019-03-05T15:08:23.797Z","B7",,"Web","complete",,,,,,
"264","clickButton","2019-03-05T15:08:26.881Z","open",,"Web","complete",,,,,,
"264","copy","2019-03-05T15:08:30.786Z","code","25","Web","complete",,,,,,
"264","paste","2019-03-05T15:08:31.931Z","name","25","Excel","complete","B","660",,,,
"264","goToUrl","2019-03-05T15:08:34.435Z",,,"Web","complete",,,,,"www.webpage.com",
"264","clickButton","2019-03-05T15:08:48.489Z","OK",,"Web","complete",,,,,,
"265","insertValue","2019-03-05T15:08:58.489Z","value1","value787","Web","complete",,,,,,
"265","insertValue","2019-03-05T15:09:09.026Z","code","22","Web","complete",,,,,,
"265","clickButton","2019-03-05T15:09:09.026Z","B6",,"Web","complete",,,,,,
"265","clickButton","2019-03-05T15:09:12.922Z","open",,"Web","complete",,,,,,
"265","openFile","2019-03-05T15:09:17.445Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"265","findValue","2019-03-05T15:09:20.078Z",,"name1272","Excel","complete",,,,,,"false"
"265","clickButton","2019-03-05T15:09:22.109Z","cancel",,"Web","complete",,,,,,
"265","clickButton","2019-03-05T15:09:26.173Z","OK",,"Web","complete",,,,,,
"266","insertValue","2019-03-05T15:09:36.173Z","value1","value299","Web","complete",,,,,,
"266","insertValue","2019-03-05T15:09:42.178Z","code","19","Web","complete",,,,,,
"266","clickButton","2019-03-05T15:09:46.526Z","B6",,"Web","complete",,,,,,
"266","goToUrl","2019-03-05T15:09:49.192Z",,,"Web","complete",,,,,"www.webpage2.com",
"266","clickButton","2019-03-05T15:09:59.251Z","open",,"Web","complete",,,,,,
"266","openFile","2019-03-05T15:10:02.537Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"266","copy","2019-03-05T15:10:05.884Z","code","19","Web","complete",,,,,,
"266","paste","2019-03-05T15:10:07.806Z","name","19","Excel","complete","B","11",,,,
"266","clickButton","2019-03-05T15:10:11.335Z","cancel",,"Web","complete",,,,,,
"266","clickButton","2019-03-05T15:10:13.932Z","OK",,"Web","complete",,,,,,
"267","insertValue","2019-03-05T15:10:23.932Z","value1","value1024","Web","complete",,,,,,
"267","insertValue","2019-03-05T15:10:38.262Z","code","32","Web","complete",,,,,,
"267","clickButton","2019-03-05T15:10:53.477Z","B6",,"Web","complete",,,,,,
"267","clickButton","2019-03-05T15:10:57.032Z","open",,"Web","complete",,,,,,
"267","openFile","2019-03-05T15:11:02.004Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"267","copy","2019-03-05T15:11:04.966Z","code","32","Web","complete",,,,,,
"267","paste","2019-03-05T15:11:07.976Z","name","32","Excel","complete","B","1935",,,,
"267","clickButton","2019-03-05T15:11:10.274Z","cancel",,"Web","complete",,,,,,
"267","clickButton","2019-03-05T15:11:13.804Z","OK",,"Web","complete",,,,,,
"268","insertValue","2019-03-05T15:11:23.804Z","value1","value104","Web","complete",,,,,,
"268","insertValue","2019-03-05T15:11:35.279Z","code","23","Web","complete",,,,,,
"268","clickButton","2019-03-05T15:11:45.620Z","B7",,"Web","complete",,,,,,
"268","clickButton","2019-03-05T15:11:49.076Z","open",,"Web","complete",,,,,,
"268","openFile","2019-03-05T15:11:51.346Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"268","copy","2019-03-05T15:11:54.594Z","code","23","Web","complete",,,,,,
"268","paste","2019-03-05T15:11:57.458Z","name","23","Excel","complete","B","1571",,,,
"268","clickButton","2019-03-05T15:12:00.491Z","add",,"Web","complete",,,,,,
"268","clickButton","2019-03-05T15:12:04.555Z","OK",,"Web","complete",,,,,,
"269","insertValue","2019-03-05T15:12:14.555Z","value1","value1894","Web","complete",,,,,,
"269","insertValue","2019-03-05T15:12:25.183Z","code","23","Web","complete",,,,,,
"269","clickButton","2019-03-05T15:12:32.842Z","B7",,"Web","complete",,,,,,
"269","goToUrl","2019-03-05T15:12:36.523Z",,,"Web","complete",,,,,"www.webpage2.com",
"269","clickButton","2019-03-05T15:12:39.718Z","open",,"Web","complete",,,,,,
"269","copy","2019-03-05T15:12:42.574Z","code","23","Web","complete",,,,,,
"269","paste","2019-03-05T15:12:44.206Z","name","23","Excel","complete","B","1734",,,,
"269","clickButton","2019-03-05T15:12:48.770Z","add",,"Web","complete",,,,,,
"269","clickButton","2019-03-05T15:12:51.134Z","OK",,"Web","complete",,,,,,
"270","insertValue","2019-03-05T15:13:01.134Z","value1","value580","Web","complete",,,,,,
"270","insertValue","2019-03-05T15:13:11.872Z","code","19","Web","complete",,,,,,
"270","clickButton","2019-03-05T15:13:26.851Z","B7",,"Web","complete",,,,,,
"270","goToUrl","2019-03-05T15:13:30.238Z",,,"Web","complete",,,,,"www.webpage2.com",
"270","clickButton","2019-03-05T15:13:40.528Z","open",,"Web","complete",,,,,,
"270","openFile","2019-03-05T15:13:44.474Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"270","copy","2019-03-05T15:13:46.881Z","code","19","Web","complete",,,,,,
"270","paste","2019-03-05T15:13:49.134Z","name","19","Excel","complete","B","275",,,,
"270","clickButton","2019-03-05T15:13:53.599Z","cancel",,"Web","complete",,,,,,
"270","clickButton","2019-03-05T15:13:58.367Z","OK",,"Web","complete",,,,,,
"271","insertValue","2019-03-05T15:14:08.367Z","value1","value1334","Web","complete",,,,,,
"271","insertValue","2019-03-05T15:14:08.367Z","code","18","Web","complete",,,,,,
"271","clickButton","2019-03-05T15:14:18.501Z","B7",,"Web","complete",,,,,,
"271","clickButton","2019-03-05T15:14:23.960Z","open",,"Web","complete",,,,,,
"271","openFile","2019-03-05T15:14:27.325Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"271","findValue","2019-03-05T15:14:29.450Z",,"name163","Excel","complete",,,,,,"true"
"271","clickButton","2019-03-05T15:14:32.412Z","add",,"Web","complete",,,,,,
"271","clickButton","2019-03-05T15:14:35.046Z","OK",,"Web","complete",,,,,,
"272","insertValue","2019-03-05T15:14:45.046Z","value1","value1944","Web","complete",,,,,,
"272","insertValue","2019-03-05T15:14:53.137Z","code","22","Web","complete",,,,,,
"272","clickButton","2019-03-05T15:15:01.799Z","B7",,"Web","complete",,,,,,
"272","goToUrl","2019-03-05T15:15:06.709Z",,,"Web","complete",,,,,"www.webpage2.com",
"272","clickButton","2019-03-05T15:15:10.914Z","open",,"Web","complete",,,,,,
"272","copy","2019-03-05T15:15:14.568Z","code","22","Web","complete",,,,,,
"272","paste","2019-03-05T15:15:16.678Z","name","22","Excel","complete","B","1042",,,,
"272","goToUrl","2019-03-05T15:15:19.562Z",,,"Web","complete",,,,,"www.webpage.com",
"272","clickButton","2019-03-05T15:15:24.404Z","OK",,"Web","complete",,,,,,
"273","insertValue","2019-03-05T15:15:34.404Z","value1","value1587","Web","complete",,,,,,
"273","insertValue","2019-03-05T15:15:45.480Z","code","20","Web","complete",,,,,,
"273","clickButton","2019-03-05T15:15:48.684Z","B7",,"Web","complete",,,,,,
"273","clickButton","2019-03-05T15:15:51.226Z","open",,"Web","complete",,,,,,
"273","copy","2019-03-05T15:15:53.214Z","code","20","Web","complete",,,,,,
"273","paste","2019-03-05T15:15:56.210Z","name","20","Excel","complete","B","1214",,,,
"273","clickButton","2019-03-05T15:15:57.031Z","cancel",,"Web","complete",,,,,,
"273","clickButton","2019-03-05T15:16:00.262Z","OK",,"Web","complete",,,,,,
"274","insertValue","2019-03-05T15:16:10.262Z","value1","value1237","Web","complete",,,,,,
"274","insertValue","2019-03-05T15:16:22.726Z","code","25","Web","complete",,,,,,
"274","clickButton","2019-03-05T15:16:28.076Z","B7",,"Web","complete",,,,,,
"274","goToUrl","2019-03-05T15:16:31.694Z",,,"Web","complete",,,,,"www.webpage2.com",
"274","clickButton","2019-03-05T15:16:44.303Z","open",,"Web","complete",,,,,,
"274","copy","2019-03-05T15:16:49.686Z","code","25","Web","complete",,,,,,
"274","paste","2019-03-05T15:16:53.078Z","name","25","Excel","complete","B","1543",,,,
"274","clickButton","2019-03-05T15:16:57.014Z","add",,"Web","complete",,,,,,
"274","clickButton","2019-03-05T15:16:59.048Z","OK",,"Web","complete",,,,,,
"275","insertValue","2019-03-05T15:17:09.048Z","value1","value1391","Web","complete",,,,,,
"275","insertValue","2019-03-05T15:17:17.758Z","code","28","Web","complete",,,,,,
"275","clickButton","2019-03-05T15:17:26.493Z","B6",,"Web","complete",,,,,,
"275","goToUrl","2019-03-05T15:17:29.810Z",,,"Web","complete",,,,,"www.webpage2.com",
"275","clickButton","2019-03-05T15:17:36.444Z","open",,"Web","complete",,,,,,
"275","openFile","2019-03-05T15:17:39.808Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"275","copy","2019-03-05T15:17:41.964Z","code","28","Web","complete",,,,,,
"275","paste","2019-03-05T15:17:45.103Z","name","28","Excel","complete","B","307",,,,
"275","goToUrl","2019-03-05T15:17:48.688Z",,,"Web","complete",,,,,"www.webpage.com",
"275","clickButton","2019-03-05T15:17:50.849Z","OK",,"Web","complete",,,,,,
"276","insertValue","2019-03-05T15:18:00.849Z","value1","value1280","Web","complete",,,,,,
"276","insertValue","2019-03-05T15:18:13.338Z","code","24","Web","complete",,,,,,
"276","clickButton","2019-03-05T15:18:21.177Z","B6",,"Web","complete",,,,,,
"276","goToUrl","2019-03-05T15:18:24.235Z",,,"Web","complete",,,,,"www.webpage2.com",
"276","clickButton","2019-03-05T15:18:29.567Z","open",,"Web","complete",,,,,,
"276","openFile","2019-03-05T15:18:33.766Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"276","findValue","2019-03-05T15:18:36.450Z",,"name318","Excel","complete",,,,,,"true"
"276","goToUrl","2019-03-05T15:18:42.042Z",,,"Web","complete",,,,,"www.webpage.com",
"276","clickButton","2019-03-05T15:18:49.390Z","OK",,"Web","complete",,,,,,
"277","insertValue","2019-03-05T15:18:59.390Z","value1","value1697","Web","complete",,,,,,
"277","insertValue","2019-03-05T15:19:09.631Z","code","30","Web","complete",,,,,,
"277","clickButton","2019-03-05T15:19:21.327Z","B7",,"Web","complete",,,,,,
"277","clickButton","2019-03-05T15:19:25.466Z","open",,"Web","complete",,,,,,
"277","copy","2019-03-05T15:19:28.611Z","code","30","Web","complete",,,,,,
"277","paste","2019-03-05T15:19:33.689Z","name","30","Excel","complete","B","1742",,,,
"277","clickButton","2019-03-05T15:19:38.240Z","cancel",,"Web","complete",,,,,,
"277","clickButton","2019-03-05T15:19:39.703Z","OK",,"Web","complete",,,,,,
"278","insertValue","2019-03-05T15:19:49.703Z","value1","value1860","Web","complete",,,,,,
"278","insertValue","2019-03-05T15:19:55.175Z","code","28","Web","complete",,,,,,
"278","clickButton","2019-03-05T15:20:07.931Z","B6",,"Web","complete",,,,,,
"278","goToUrl","2019-03-05T15:20:11.898Z",,,"Web","complete",,,,,"www.webpage2.com",
"278","clickButton","2019-03-05T15:20:21.487Z","open",,"Web","complete",,,,,,
"278","openFile","2019-03-05T15:20:26.055Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"278","copy","2019-03-05T15:20:28.590Z","code","28","Web","complete",,,,,,
"278","paste","2019-03-05T15:20:31.065Z","name","28","Excel","complete","B","1156",,,,
"278","clickButton","2019-03-05T15:20:33.144Z","cancel",,"Web","complete",,,,,,
"278","clickButton","2019-03-05T15:20:36.748Z","OK",,"Web","complete",,,,,,
"279","insertValue","2019-03-05T15:20:46.748Z","value1","value1459","Web","complete",,,,,,
"279","insertValue","2019-03-05T15:20:57.374Z","code","23","Web","complete",,,,,,
"279","clickButton","2019-03-05T15:21:03.190Z","B7",,"Web","complete",,,,,,
"279","goToUrl","2019-03-05T15:21:05.670Z",,,"Web","complete",,,,,"www.webpage2.com",
"279","clickButton","2019-03-05T15:21:11.323Z","open",,"Web","complete",,,,,,
"279","copy","2019-03-05T15:21:15.996Z","code","23","Web","complete",,,,,,
"279","paste","2019-03-05T15:21:18.647Z","name","23","Excel","complete","B","1893",,,,
"279","clickButton","2019-03-05T15:21:21.983Z","add",,"Web","complete",,,,,,
"279","clickButton","2019-03-05T15:21:25.540Z","OK",,"Web","complete",,,,,,
"280","insertValue","2019-03-05T15:21:35.540Z","value1","value629","Web","complete",,,,,,
"280","insertValue","2019-03-05T15:21:42.527Z","code","27","Web","complete",,,,,,
"280","clickButton","2019-03-05T15:21:58.067Z","B7",,"Web","complete",,,,,,
"280","goToUrl","2019-03-05T15:22:00.314Z",,,"Web","complete",,,,,"www.webpage2.com",
"280","clickButton","2019-03-05T15:22:06.720Z","open",,"Web","complete",,,,,,
"280","copy","2019-03-05T15:22:09.309Z","code","27","Web","complete",,,,,,
"280","paste","2019-03-05T15:22:12.262Z","name","27","Excel","complete","B","270",,,,
"280","clickButton","2019-03-05T15:22:13.798Z","cancel",,"Web","complete",,,,,,
"280","clickButton","2019-03-05T15:22:15.433Z","OK",,"Web","complete",,,,,,
"281","insertValue","2019-03-05T15:22:25.433Z","value1","value199","Web","complete",,,,,,
"281","insertValue","2019-03-05T15:22:31.105Z","code","34","Web","complete",,,,,,
"281","clickButton","2019-03-05T15:22:47.753Z","B6",,"Web","complete",,,,,,
"281","goToUrl","2019-03-05T15:22:50.314Z",,,"Web","complete",,,,,"www.webpage2.com",
"281","clickButton","2019-03-05T15:23:05.489Z","open",,"Web","complete",,,,,,
"281","openFile","2019-03-05T15:23:09.209Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"281","copy","2019-03-05T15:23:11.542Z","code","34","Web","complete",,,,,,
"281","paste","2019-03-05T15:23:15.001Z","name","34","Excel","complete","B","1679",,,,
"281","clickButton","2019-03-05T15:23:17.565Z","cancel",,"Web","complete",,,,,,
"281","clickButton","2019-03-05T15:23:20.109Z","OK",,"Web","complete",,,,,,
"282","insertValue","2019-03-05T15:23:30.109Z","value1","value1853","Web","complete",,,,,,
"282","insertValue","2019-03-05T15:23:35.997Z","code","29","Web","complete",,,,,,
"282","clickButton","2019-03-05T15:23:39.339Z","B7",,"Web","complete",,,,,,
"282","clickButton","2019-03-05T15:23:42.271Z","open",,"Web","complete",,,,,,
"282","openFile","2019-03-05T15:23:45.906Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"282","findValue","2019-03-05T15:23:47.724Z",,"name1360","Excel","complete",,,,,,"true"
"282","goToUrl","2019-03-05T15:23:51.970Z",,,"Web","complete",,,,,"www.webpage.com",
"282","clickButton","2019-03-05T15:24:08.532Z","OK",,"Web","complete",,,,,,
"283","insertValue","2019-03-05T15:24:18.532Z","value1","value202","Web","complete",,,,,,
"283","insertValue","2019-03-05T15:24:27.106Z","code","47","Web","complete",,,,,,
"283","clickButton","2019-03-05T15:24:42.932Z","B7",,"Web","complete",,,,,,
"283","goToUrl","2019-03-05T15:24:47.650Z",,,"Web","complete",,,,,"www.webpage2.com",
"283","clickButton","2019-03-05T15:24:57.658Z","open",,"Web","complete",,,,,,
"283","openFile","2019-03-05T15:25:00.991Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"283","findValue","2019-03-05T15:25:04.283Z",,"name651","Excel","complete",,,,,,"false"
"283","clickButton","2019-03-05T15:25:07.441Z","add",,"Web","complete",,,,,,
"283","clickButton","2019-03-05T15:25:09.820Z","OK",,"Web","complete",,,,,,
"284","insertValue","2019-03-05T15:25:19.820Z","value1","value549","Web","complete",,,,,,
"284","insertValue","2019-03-05T15:25:26.288Z","code","20","Web","complete",,,,,,
"284","clickButton","2019-03-05T15:25:30.576Z","B7",,"Web","complete",,,,,,
"284","goToUrl","2019-03-05T15:25:35.259Z",,,"Web","complete",,,,,"www.webpage2.com",
"284","clickButton","2019-03-05T15:25:47.280Z","open",,"Web","complete",,,,,,
"284","copy","2019-03-05T15:25:51.971Z","code","20","Web","complete",,,,,,
"284","paste","2019-03-05T15:25:54.318Z","name","20","Excel","complete","B","507",,,,
"284","clickButton","2019-03-05T15:25:58.498Z","add",,"Web","complete",,,,,,
"284","clickButton","2019-03-05T15:26:01.866Z","OK",,"Web","complete",,,,,,
"285","insertValue","2019-03-05T15:26:11.866Z","value1","value1639","Web","complete",,,,,,
"285","insertValue","2019-03-05T15:26:21.020Z","code","26","Web","complete",,,,,,
"285","clickButton","2019-03-05T15:26:32.623Z","B7",,"Web","complete",,,,,,
"285","goToUrl","2019-03-05T15:26:36.156Z",,,"Web","complete",,,,,"www.webpage2.com",
"285","clickButton","2019-03-05T15:26:46.136Z","open",,"Web","complete",,,,,,
"285","openFile","2019-03-05T15:26:49.489Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"285","copy","2019-03-05T15:26:51.733Z","code","26","Web","complete",,,,,,
"285","paste","2019-03-05T15:26:53.365Z","name","26","Excel","complete","B","1310",,,,
"285","clickButton","2019-03-05T15:26:55.141Z","cancel",,"Web","complete",,,,,,
"285","clickButton","2019-03-05T15:26:58.466Z","OK",,"Web","complete",,,,,,
"286","insertValue","2019-03-05T15:27:08.466Z","value1","value995","Web","complete",,,,,,
"286","insertValue","2019-03-05T15:27:31.482Z","code","28","Web","complete",,,,,,
"286","clickButton","2019-03-05T15:27:34.024Z","B7",,"Web","complete",,,,,,
"286","clickButton","2019-03-05T15:27:37.916Z","open",,"Web","complete",,,,,,
"286","copy","2019-03-05T15:27:41.183Z","code","28","Web","complete",,,,,,
"286","paste","2019-03-05T15:27:43.192Z","name","28","Excel","complete","B","1747",,,,
"286","clickButton","2019-03-05T15:27:46.597Z","cancel",,"Web","complete",,,,,,
"286","clickButton","2019-03-05T15:27:50.860Z","OK",,"Web","complete",,,,,,
"287","insertValue","2019-03-05T15:28:00.860Z","value1","value433","Web","complete",,,,,,
"287","insertValue","2019-03-05T15:28:09.689Z","code","23","Web","complete",,,,,,
"287","clickButton","2019-03-05T15:28:13.788Z","B7",,"Web","complete",,,,,,
"287","goToUrl","2019-03-05T15:28:16.028Z",,,"Web","complete",,,,,"www.webpage2.com",
"287","clickButton","2019-03-05T15:28:29.515Z","open",,"Web","complete",,,,,,
"287","copy","2019-03-05T15:28:33.814Z","code","23","Web","complete",,,,,,
"287","paste","2019-03-05T15:28:37.995Z","name","23","Excel","complete","B","48",,,,
"287","clickButton","2019-03-05T15:28:41.541Z","cancel",,"Web","complete",,,,,,
"287","clickButton","2019-03-05T15:28:44.744Z","OK",,"Web","complete",,,,,,
"288","insertValue","2019-03-05T15:28:54.744Z","value1","value1860","Web","complete",,,,,,
"288","insertValue","2019-03-05T15:29:01.437Z","code","36","Web","complete",,,,,,
"288","clickButton","2019-03-05T15:29:09.363Z","B7",,"Web","complete",,,,,,
"288","clickButton","2019-03-05T15:29:11.789Z","open",,"Web","complete",,,,,,
"288","copy","2019-03-05T15:29:15.011Z","code","36","Web","complete",,,,,,
"288","paste","2019-03-05T15:29:15.950Z","name","36","Excel","complete","B","129",,,,
"288","clickButton","2019-03-05T15:29:18.164Z","cancel",,"Web","complete",,,,,,
"288","clickButton","2019-03-05T15:29:20.205Z","OK",,"Web","complete",,,,,,
"289","insertValue","2019-03-05T15:29:30.205Z","value1","value395","Web","complete",,,,,,
"289","insertValue","2019-03-05T15:29:38.739Z","code","19","Web","complete",,,,,,
"289","clickButton","2019-03-05T15:29:47.222Z","B6",,"Web","complete",,,,,,
"289","goToUrl","2019-03-05T15:29:50.457Z",,,"Web","complete",,,,,"www.webpage2.com",
"289","clickButton","2019-03-05T15:29:50.889Z","open",,"Web","complete",,,,,,
"289","copy","2019-03-05T15:29:53.333Z","code","19","Web","complete",,,,,,
"289","paste","2019-03-05T15:29:56.005Z","name","19","Excel","complete","B","895",,,,
"289","goToUrl","2019-03-05T15:29:59.313Z",,,"Web","complete",,,,,"www.webpage.com",
"289","clickButton","2019-03-05T15:30:05.361Z","OK",,"Web","complete",,,,,,
"290","insertValue","2019-03-05T15:30:15.361Z","value1","value328","Web","complete",,,,,,
"290","insertValue","2019-03-05T15:30:23.955Z","code","28","Web","complete",,,,,,
"290","clickButton","2019-03-05T15:30:30.200Z","B6",,"Web","complete",,,,,,
"290","goToUrl","2019-03-05T15:30:32.443Z",,,"Web","complete",,,,,"www.webpage2.com",
"290","clickButton","2019-03-05T15:30:39.760Z","open",,"Web","complete",,,,,,
"290","copy","2019-03-05T15:30:43.136Z","code","28","Web","complete",,,,,,
"290","paste","2019-03-05T15:30:48.792Z","name","28","Excel","complete","B","507",,,,
"290","goToUrl","2019-03-05T15:30:53.588Z",,,"Web","complete",,,,,"www.webpage.com",
"290","clickButton","2019-03-05T15:31:01.970Z","OK",,"Web","complete",,,,,,
"291","insertValue","2019-03-05T15:31:11.970Z","value1","value923","Web","complete",,,,,,
"291","insertValue","2019-03-05T15:31:17.288Z","code","18","Web","complete",,,,,,
"291","clickButton","2019-03-05T15:31:29.436Z","B7",,"Web","complete",,,,,,
"291","clickButton","2019-03-05T15:31:32.791Z","open",,"Web","complete",,,,,,
"291","openFile","2019-03-05T15:31:35.099Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"291","findValue","2019-03-05T15:31:38.953Z",,"name1968","Excel","complete",,,,,,"false"
"291","goToUrl","2019-03-05T15:31:40.767Z",,,"Web","complete",,,,,"www.webpage.com",
"291","clickButton","2019-03-05T15:31:50.081Z","OK",,"Web","complete",,,,,,
"292","insertValue","2019-03-05T15:32:00.081Z","value1","value1222","Web","complete",,,,,,
"292","insertValue","2019-03-05T15:32:14.100Z","code","25","Web","complete",,,,,,
"292","clickButton","2019-03-05T15:32:24.483Z","B7",,"Web","complete",,,,,,
"292","goToUrl","2019-03-05T15:32:26.519Z",,,"Web","complete",,,,,"www.webpage2.com",
"292","clickButton","2019-03-05T15:32:36.498Z","open",,"Web","complete",,,,,,
"292","openFile","2019-03-05T15:32:38.768Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"292","copy","2019-03-05T15:32:42.605Z","code","25","Web","complete",,,,,,
"292","paste","2019-03-05T15:32:46.421Z","name","25","Excel","complete","B","1375",,,,
"292","clickButton","2019-03-05T15:32:50.354Z","cancel",,"Web","complete",,,,,,
"292","clickButton","2019-03-05T15:32:54.252Z","OK",,"Web","complete",,,,,,
"293","insertValue","2019-03-05T15:33:04.252Z","value1","value566","Web","complete",,,,,,
"293","insertValue","2019-03-05T15:33:12.936Z","code","21","Web","complete",,,,,,
"293","clickButton","2019-03-05T15:33:22.862Z","B6",,"Web","complete",,,,,,
"293","goToUrl","2019-03-05T15:33:26.337Z",,,"Web","complete",,,,,"www.webpage2.com",
"293","clickButton","2019-03-05T15:33:41.162Z","open",,"Web","complete",,,,,,
"293","copy","2019-03-05T15:33:43.734Z","code","21","Web","complete",,,,,,
"293","paste","2019-03-05T15:33:45.953Z","name","21","Excel","complete","B","1040",,,,
"293","clickButton","2019-03-05T15:33:52.478Z","add",,"Web","complete",,,,,,
"293","clickButton","2019-03-05T15:33:56.145Z","OK",,"Web","complete",,,,,,
"294","insertValue","2019-03-05T15:34:06.145Z","value1","value1151","Web","complete",,,,,,
"294","insertValue","2019-03-05T15:34:09.596Z","code","28","Web","complete",,,,,,
"294","clickButton","2019-03-05T15:34:18.902Z","B7",,"Web","complete",,,,,,
"294","clickButton","2019-03-05T15:34:21.049Z","open",,"Web","complete",,,,,,
"294","openFile","2019-03-05T15:34:22.893Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"294","findValue","2019-03-05T15:34:25.252Z",,"name1357","Excel","complete",,,,,,"true"
"294","clickButton","2019-03-05T15:34:28.594Z","add",,"Web","complete",,,,,,
"294","clickButton","2019-03-05T15:34:30.196Z","OK",,"Web","complete",,,,,,
"295","insertValue","2019-03-05T15:34:40.196Z","value1","value1558","Web","complete",,,,,,
"295","insertValue","2019-03-05T15:34:45.793Z","code","23","Web","complete",,,,,,
"295","clickButton","2019-03-05T15:34:51.121Z","B6",,"Web","complete",,,,,,
"295","clickButton","2019-03-05T15:34:54.457Z","open",,"Web","complete",,,,,,
"295","openFile","2019-03-05T15:34:58.082Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"295","copy","2019-03-05T15:35:01.325Z","code","23","Web","complete",,,,,,
"295","paste","2019-03-05T15:35:04.630Z","name","23","Excel","complete","B","416",,,,
"295","clickButton","2019-03-05T15:35:08.255Z","cancel",,"Web","complete",,,,,,
"295","clickButton","2019-03-05T15:35:09.865Z","OK",,"Web","complete",,,,,,
"296","insertValue","2019-03-05T15:35:19.865Z","value1","value1065","Web","complete",,,,,,
"296","insertValue","2019-03-05T15:35:19.865Z","code","21","Web","complete",,,,,,
"296","clickButton","2019-03-05T15:35:33.688Z","B7",,"Web","complete",,,,,,
"296","clickButton","2019-03-05T15:35:37.155Z","open",,"Web","complete",,,,,,
"296","openFile","2019-03-05T15:35:39.422Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"296","findValue","2019-03-05T15:35:43.747Z",,"name556","Excel","complete",,,,,,"false"
"296","goToUrl","2019-03-05T15:35:46.947Z",,,"Web","complete",,,,,"www.webpage.com",
"296","clickButton","2019-03-05T15:35:59.991Z","OK",,"Web","complete",,,,,,
"297","insertValue","2019-03-05T15:36:09.991Z","value1","value489","Web","complete",,,,,,
"297","insertValue","2019-03-05T15:36:21.278Z","code","26","Web","complete",,,,,,
"297","clickButton","2019-03-05T15:36:27.423Z","B7",,"Web","complete",,,,,,
"297","clickButton","2019-03-05T15:36:29.826Z","open",,"Web","complete",,,,,,
"297","copy","2019-03-05T15:36:33.361Z","code","26","Web","complete",,,,,,
"297","paste","2019-03-05T15:36:37.315Z","name","26","Excel","complete","B","1141",,,,
"297","clickButton","2019-03-05T15:36:40.843Z","cancel",,"Web","complete",,,,,,
"297","clickButton","2019-03-05T15:36:44.042Z","OK",,"Web","complete",,,,,,
"298","insertValue","2019-03-05T15:36:54.042Z","value1","value1436","Web","complete",,,,,,
"298","insertValue","2019-03-05T15:37:00.940Z","code","19","Web","complete",,,,,,
"298","clickButton","2019-03-05T15:37:09.879Z","B7",,"Web","complete",,,,,,
"298","goToUrl","2019-03-05T15:37:14.271Z",,,"Web","complete",,,,,"www.webpage2.com",
"298","clickButton","2019-03-05T15:37:16.289Z","open",,"Web","complete",,,,,,
"298","openFile","2019-03-05T15:37:17.168Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"298","copy","2019-03-05T15:37:19.658Z","code","19","Web","complete",,,,,,
"298","paste","2019-03-05T15:37:23.155Z","name","19","Excel","complete","B","1802",,,,
"298","goToUrl","2019-03-05T15:37:24.909Z",,,"Web","complete",,,,,"www.webpage.com",
"298","clickButton","2019-03-05T15:37:34.508Z","OK",,"Web","complete",,,,,,
