"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Key","ref","Sheet","FileName","Column","Row","Url","FilePath","FileExtension","NameFile","Found"
"591","saveFile","2019-03-08T02:23:44.559Z","save",,"Excel","complete",,,,,,,,,,,
"591","clickButton","2019-03-08T02:23:48.221Z","ConfirmWithFile",,"Web","complete",,,,,,,,,,,
"591","clickButton","2019-03-08T02:23:50.020Z","OK",,"Web","complete",,,,,,,,,,,
"592","insertValue","2019-03-08T02:24:00.020Z","name","name1065","Web","complete",,,,,,,,,,,
"592","insertValue","2019-03-08T02:24:12.135Z","surname","surname1065","Web","complete",,,,,,,,,,,
"592","insertValue","2019-03-08T02:24:20.650Z","age","age24","Web","complete",,,,,,,,,,,
"592","insertValue","2019-03-08T02:24:28.378Z","type","T4","Web","complete",,,,,,,,,,,
"592","clickButton","2019-03-08T02:24:38.656Z","confirm",,"Web","complete",,,,,,,,,,,
"592","clickButton","2019-03-08T02:24:41.387Z","B5",,"Web","complete",,,,,,,,,,,
"592","insertBoolValue","2019-03-08T02:24:44.601Z","Australian","true","Web","complete",,,,,,,,,,,
"592","clickButton","2019-03-08T02:24:53.694Z","Button6",,"Web","complete",,,,,,,,,,,
"592","openFile","2019-03-08T02:24:56.255Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"592","copy","2019-03-08T02:25:07.016Z",,"value590","Excel","complete",,,,,"B","46",,,,,
"592","paste","2019-03-08T02:25:09.754Z","Special code","value590","Web","complete",,,,,,,,,,,
"592","paste","2019-03-08T02:25:13.198Z","Country","Australia","Web","complete",,,,,,,,,,,
"592","goToUrl","2019-03-08T02:25:15.573Z",,,"Web","complete",,,,,,,"www.webpage.com",,,,
"592","clickButton","2019-03-08T02:25:28.221Z","Button9",,"Web","complete",,,,,,,,,,,
"592","clickButton","2019-03-08T02:25:33.449Z","OK",,"Web","complete",,,,,,,,,,,
"593","insertValue","2019-03-08T02:25:43.449Z","name","name3287","Web","complete",,,,,,,,,,,
"593","insertValue","2019-03-08T02:25:49.158Z","surname","surname3287","Web","complete",,,,,,,,,,,
"593","insertValue","2019-03-08T02:26:02.060Z","age","age20","Web","complete",,,,,,,,,,,
"593","insertValue","2019-03-08T02:26:26.037Z","type","T4","Web","complete",,,,,,,,,,,
"593","clickButton","2019-03-08T02:26:26.102Z","confirm",,"Web","complete",,,,,,,,,,,
"593","clickButton","2019-03-08T02:26:29.226Z","B5",,"Web","complete",,,,,,,,,,,
"593","insertBoolValue","2019-03-08T02:26:31.664Z","Australian","false","Web","complete",,,,,,,,,,,
"593","clickButton","2019-03-08T02:26:39.646Z","Button6",,"Web","complete",,,,,,,,,,,
"593","openFile","2019-03-08T02:26:41.372Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"593","copy","2019-03-08T02:26:54.216Z",,"value889","Excel","complete",,,,,"B","69",,,,,
"593","paste","2019-03-08T02:26:58.045Z","Special code","value889","Web","complete",,,,,,,,,,,
"593","paste","2019-03-08T02:27:00.616Z","Country","Other","Web","complete",,,,,,,,,,,
"593","clickButton","2019-03-08T02:27:03.778Z","Button9",,"Web","complete",,,,,,,,,,,
"593","goToUrl","2019-03-08T02:27:06.627Z",,,"Web","complete",,,,,,,"www.webpage2.com",,,,
"593","clickButton","2019-03-08T02:27:12.144Z","OK",,"Web","complete",,,,,,,,,,,
"594","insertValue","2019-03-08T02:27:22.144Z","name","name3245","Web","complete",,,,,,,,,,,
"594","insertValue","2019-03-08T02:27:37.559Z","surname","surname3245","Web","complete",,,,,,,,,,,
"594","insertValue","2019-03-08T02:27:44.366Z","age","age25","Web","complete",,,,,,,,,,,
"594","insertValue","2019-03-08T02:27:53.883Z","type","T2","Web","complete",,,,,,,,,,,
"594","clickButton","2019-03-08T02:27:58.087Z","confirm",,"Web","complete",,,,,,,,,,,
"594","clickButton","2019-03-08T02:28:01.652Z","B3",,"Web","complete",,,,,,,,,,,
"594","clickButton","2019-03-08T02:28:03.953Z","Button6",,"Web","complete",,,,,,,,,,,
"594","openFile","2019-03-08T02:28:08.497Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"594","copy","2019-03-08T02:28:19.084Z",,"value790","Excel","complete",,,,,"A","69",,,,,
"594","paste","2019-03-08T02:28:22.202Z","Special code","value790","Web","complete",,,,,,,,,,,
"594","clickButton","2019-03-08T02:28:25.891Z","OK",,"Web","complete",,,,,,,,,,,
"595","insertValue","2019-03-08T02:28:35.891Z","name","name572","Web","complete",,,,,,,,,,,
"595","insertValue","2019-03-08T02:28:51.066Z","surname","surname572","Web","complete",,,,,,,,,,,
"595","insertValue","2019-03-08T02:28:59.746Z","age","age23","Web","complete",,,,,,,,,,,
"595","insertValue","2019-03-08T02:29:02.471Z","type","T3","Web","complete",,,,,,,,,,,
"595","clickButton","2019-03-08T02:29:08.437Z","confirm",,"Web","complete",,,,,,,,,,,
"595","clickButton","2019-03-08T02:29:12.230Z","B4",,"Web","complete",,,,,,,,,,,
"595","clickButton","2019-03-08T02:29:16.783Z","Clients",,"Web","complete",,,,,,,,,,,
"595","insertValue","2019-03-08T02:29:18.564Z","clientID","ID572","Web","complete",,,,,,,,,,,
"595","pressKey","2019-03-08T02:29:23.479Z",,,"Web","complete","enter",,,,,,,,,,
"595","clickButton","2019-03-08T02:29:25.906Z","update",,"Web","complete",,"ID572",,,,,,,,,
"595","insertValue","2019-03-08T02:29:28.490Z","address","addA3788addB779","Web","complete",,,,,,,,,,,
"595","insertValue","2019-03-08T02:29:37.116Z","country","Australia","Web","complete",,,,,,,,,,,
"595","openFile","2019-03-08T02:29:56.524Z",,,"Excel","complete",,,,,,,,"C:/Customers/Australia/","xls","ID572",
"595","copy","2019-03-08T02:30:11.972Z","address","addB779","Web","complete",,,,,,,,,,,
"595","paste","2019-03-08T02:30:13.059Z",,"addB779","Excel","complete",,,,,"A","5",,,,,
"595","saveFile","2019-03-08T02:30:16.089Z","save",,"Excel","complete",,,,,,,,,,,
"595","clickButton","2019-03-08T02:30:18.258Z","ConfirmWithFile",,"Web","complete",,,,,,,,,,,
"595","clickButton","2019-03-08T02:30:21.030Z","OK",,"Web","complete",,,,,,,,,,,
"596","insertValue","2019-03-08T02:30:31.030Z","name","name2374","Web","complete",,,,,,,,,,,
"596","insertValue","2019-03-08T02:30:41.050Z","surname","surname2374","Web","complete",,,,,,,,,,,
"596","insertValue","2019-03-08T02:30:53.486Z","age","age22","Web","complete",,,,,,,,,,,
"596","insertValue","2019-03-08T02:30:53.486Z","type","T2","Web","complete",,,,,,,,,,,
"596","clickButton","2019-03-08T02:30:54.010Z","confirm",,"Web","complete",,,,,,,,,,,
"596","clickButton","2019-03-08T02:30:57.607Z","B3",,"Web","complete",,,,,,,,,,,
"596","clickButton","2019-03-08T02:31:01.301Z","Button6",,"Web","complete",,,,,,,,,,,
"596","openFile","2019-03-08T02:31:05.026Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"596","copy","2019-03-08T02:31:15.588Z",,"value614","Excel","complete",,,,,"A","15",,,,,
"596","paste","2019-03-08T02:31:18.816Z","Special code","value614","Web","complete",,,,,,,,,,,
"596","clickButton","2019-03-08T02:31:22.569Z","OK",,"Web","complete",,,,,,,,,,,
"597","insertValue","2019-03-08T02:31:32.569Z","name","name1595","Web","complete",,,,,,,,,,,
"597","insertValue","2019-03-08T02:31:41.974Z","surname","surname1595","Web","complete",,,,,,,,,,,
"597","insertValue","2019-03-08T02:31:45.143Z","age","age19","Web","complete",,,,,,,,,,,
"597","insertValue","2019-03-08T02:31:49.521Z","type","T1","Web","complete",,,,,,,,,,,
"597","clickButton","2019-03-08T02:32:02.365Z","confirm",,"Web","complete",,,,,,,,,,,
"597","clickButton","2019-03-08T02:32:06.208Z","B1",,"Web","complete",,,,,,,,,,,
"597","copy","2019-03-08T02:32:09.651Z","name","name1595","Web","complete",,,,,,,,,,,
"597","paste","2019-03-08T02:32:12.217Z","name","name1595","Excel","complete",,,,,"B","1",,,,,
"597","copy","2019-03-08T02:32:14.635Z","surname","surname1595","Web","complete",,,,,,,,,,,
"597","paste","2019-03-08T02:32:18.459Z","surname","surname1595","Excel","complete",,,,,"B","1",,,,,
"597","clickButton","2019-03-08T02:32:20.488Z","add",,"Web","complete",,,,,,,,,,,
"597","clickButton","2019-03-08T02:32:24.613Z","confirm",,"Web","complete",,,,,,,,,,,
"597","clickButton","2019-03-08T02:32:27.048Z","OK",,"Web","complete",,,,,,,,,,,
"598","insertValue","2019-03-08T02:32:37.048Z","name","name391","Web","complete",,,,,,,,,,,
"598","insertValue","2019-03-08T02:32:42.455Z","surname","surname391","Web","complete",,,,,,,,,,,
"598","insertValue","2019-03-08T02:32:42.455Z","age","age29","Web","complete",,,,,,,,,,,
"598","insertValue","2019-03-08T02:32:42.660Z","type","T2","Web","complete",,,,,,,,,,,
"598","clickButton","2019-03-08T02:32:59.057Z","confirm",,"Web","complete",,,,,,,,,,,
"598","clickButton","2019-03-08T02:33:02.582Z","B3",,"Web","complete",,,,,,,,,,,
"598","clickButton","2019-03-08T02:33:05.307Z","Button6",,"Web","complete",,,,,,,,,,,
"598","openFile","2019-03-08T02:33:08.429Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"598","copy","2019-03-08T02:33:17.996Z",,"value103","Excel","complete",,,,,"A","55",,,,,
"598","paste","2019-03-08T02:33:22.398Z","Special code","value103","Web","complete",,,,,,,,,,,
"598","clickButton","2019-03-08T02:33:24.068Z","OK",,"Web","complete",,,,,,,,,,,
"599","insertValue","2019-03-08T02:33:34.068Z","name","name2071","Web","complete",,,,,,,,,,,
"599","insertValue","2019-03-08T02:33:37.365Z","surname","surname2071","Web","complete",,,,,,,,,,,
"599","insertValue","2019-03-08T02:33:45.852Z","age","age25","Web","complete",,,,,,,,,,,
"599","insertValue","2019-03-08T02:33:45.852Z","type","T3","Web","complete",,,,,,,,,,,
"599","clickButton","2019-03-08T02:33:48.577Z","confirm",,"Web","complete",,,,,,,,,,,
"599","clickButton","2019-03-08T02:33:50.142Z","B4",,"Web","complete",,,,,,,,,,,
"599","clickButton","2019-03-08T02:33:53.329Z","Clients",,"Web","complete",,,,,,,,,,,
"599","insertValue","2019-03-08T02:33:54.832Z","clientID","ID2071","Web","complete",,,,,,,,,,,
"599","pressKey","2019-03-08T02:34:05.454Z",,,"Web","complete","enter",,,,,,,,,,
"599","clickButton","2019-03-08T02:34:10.328Z","update",,"Web","complete",,"ID2071",,,,,,,,,
"599","insertValue","2019-03-08T02:34:11.353Z","address","addA3980addB1782","Web","complete",,,,,,,,,,,
"599","insertValue","2019-03-08T02:34:25.848Z","country","Country88","Web","complete",,,,,,,,,,,
"599","clickButton","2019-03-08T02:34:33.022Z","UnbindFile",,"Web","complete",,,,,,,,,,,
"599","clickButton","2019-03-08T02:34:36.588Z","OK",,"Web","complete",,,,,,,,,,,
"599","clickButton","2019-03-08T02:34:39.697Z","Confirm",,"Web","complete",,,,,,,,,,,
"599","clickButton","2019-03-08T02:34:43.595Z","OK",,"Web","complete",,,,,,,,,,,
"600","insertValue","2019-03-08T02:34:53.595Z","name","name2541","Web","complete",,,,,,,,,,,
"600","insertValue","2019-03-08T02:35:03.105Z","surname","surname2541","Web","complete",,,,,,,,,,,
"600","insertValue","2019-03-08T02:35:09.146Z","age","age26","Web","complete",,,,,,,,,,,
"600","insertValue","2019-03-08T02:35:13.091Z","type","T4","Web","complete",,,,,,,,,,,
"600","clickButton","2019-03-08T02:35:17.851Z","confirm",,"Web","complete",,,,,,,,,,,
"600","clickButton","2019-03-08T02:35:21.182Z","B5",,"Web","complete",,,,,,,,,,,
"600","insertBoolValue","2019-03-08T02:35:23.849Z","Australian","true","Web","complete",,,,,,,,,,,
"600","clickButton","2019-03-08T02:35:39.571Z","Button6",,"Web","complete",,,,,,,,,,,
"600","openFile","2019-03-08T02:35:42.793Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"600","copy","2019-03-08T02:35:47.520Z",,"value592","Excel","complete",,,,,"B","28",,,,,
"600","paste","2019-03-08T02:35:50.127Z","Special code","value592","Web","complete",,,,,,,,,,,
"600","paste","2019-03-08T02:35:51.961Z","Country","Australia","Web","complete",,,,,,,,,,,
"600","goToUrl","2019-03-08T02:35:54.366Z",,,"Web","complete",,,,,,,"www.webpage.com",,,,
"600","clickButton","2019-03-08T02:36:10.192Z","Button9",,"Web","complete",,,,,,,,,,,
"600","clickButton","2019-03-08T02:36:13.686Z","OK",,"Web","complete",,,,,,,,,,,
"601","insertValue","2019-03-08T02:36:23.686Z","name","name958","Web","complete",,,,,,,,,,,
"601","insertValue","2019-03-08T02:36:32.701Z","surname","surname958","Web","complete",,,,,,,,,,,
"601","insertValue","2019-03-08T02:36:48.614Z","age","age18","Web","complete",,,,,,,,,,,
"601","insertValue","2019-03-08T02:36:56.403Z","type","T3","Web","complete",,,,,,,,,,,
"601","clickButton","2019-03-08T02:37:06.015Z","confirm",,"Web","complete",,,,,,,,,,,
"601","clickButton","2019-03-08T02:37:09.657Z","B4",,"Web","complete",,,,,,,,,,,
"601","clickButton","2019-03-08T02:37:12.529Z","Clients",,"Web","complete",,,,,,,,,,,
"601","insertValue","2019-03-08T02:37:14.938Z","clientID","ID958","Web","complete",,,,,,,,,,,
"601","pressKey","2019-03-08T02:37:27.079Z",,,"Web","complete","enter",,,,,,,,,,
"601","clickButton","2019-03-08T02:37:30.054Z","update",,"Web","complete",,"ID958",,,,,,,,,
"601","insertValue","2019-03-08T02:37:33.234Z","address","addA2982addB149","Web","complete",,,,,,,,,,,
"601","insertValue","2019-03-08T02:37:37.812Z","country","Country169","Web","complete",,,,,,,,,,,
"601","clickButton","2019-03-08T02:37:42.074Z","UnbindFile",,"Web","complete",,,,,,,,,,,
"601","clickButton","2019-03-08T02:37:43.614Z","OK",,"Web","complete",,,,,,,,,,,
"601","clickButton","2019-03-08T02:37:46.028Z","Confirm",,"Web","complete",,,,,,,,,,,
"601","clickButton","2019-03-08T02:37:48.603Z","OK",,"Web","complete",,,,,,,,,,,
"602","insertValue","2019-03-08T02:37:58.603Z","name","name3272","Web","complete",,,,,,,,,,,
"602","insertValue","2019-03-08T02:38:02.952Z","surname","surname3272","Web","complete",,,,,,,,,,,
"602","insertValue","2019-03-08T02:38:17.815Z","age","age27","Web","complete",,,,,,,,,,,
"602","insertValue","2019-03-08T02:38:27.305Z","type","T1","Web","complete",,,,,,,,,,,
"602","clickButton","2019-03-08T02:38:30.774Z","confirm",,"Web","complete",,,,,,,,,,,
"602","clickButton","2019-03-08T02:38:33.022Z","B1",,"Web","complete",,,,,,,,,,,
"602","copy","2019-03-08T02:38:36.689Z","name","name3272","Web","complete",,,,,,,,,,,
"602","paste","2019-03-08T02:38:39.913Z","name","name3272","Excel","complete",,,,,"B","1",,,,,
"602","copy","2019-03-08T02:38:41.141Z","surname","surname3272","Web","complete",,,,,,,,,,,
"602","paste","2019-03-08T02:38:43.564Z","surname","surname3272","Excel","complete",,,,,"B","1",,,,,
"602","clickButton","2019-03-08T02:38:45.691Z","add",,"Web","complete",,,,,,,,,,,
"602","clickButton","2019-03-08T02:38:47.769Z","confirm",,"Web","complete",,,,,,,,,,,
"602","clickButton","2019-03-08T02:38:52.221Z","OK",,"Web","complete",,,,,,,,,,,
"603","insertValue","2019-03-08T02:39:02.221Z","name","name978","Web","complete",,,,,,,,,,,
"603","insertValue","2019-03-08T02:39:13.586Z","surname","surname978","Web","complete",,,,,,,,,,,
"603","insertValue","2019-03-08T02:39:27.858Z","age","age20","Web","complete",,,,,,,,,,,
"603","insertValue","2019-03-08T02:39:32.111Z","type","T2","Web","complete",,,,,,,,,,,
"603","clickButton","2019-03-08T02:39:43.923Z","confirm",,"Web","complete",,,,,,,,,,,
"603","clickButton","2019-03-08T02:39:48.088Z","B3",,"Web","complete",,,,,,,,,,,
"603","clickButton","2019-03-08T02:39:51.047Z","Button6",,"Web","complete",,,,,,,,,,,
"603","openFile","2019-03-08T02:39:54.435Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"603","copy","2019-03-08T02:40:08.506Z",,"value179","Excel","complete",,,,,"A","88",,,,,
"603","paste","2019-03-08T02:40:09.924Z","Special code","value179","Web","complete",,,,,,,,,,,
"603","clickButton","2019-03-08T02:40:12.508Z","OK",,"Web","complete",,,,,,,,,,,
"604","insertValue","2019-03-08T02:40:22.508Z","name","name3715","Web","complete",,,,,,,,,,,
"604","insertValue","2019-03-08T02:40:29.963Z","surname","surname3715","Web","complete",,,,,,,,,,,
"604","insertValue","2019-03-08T02:40:48.846Z","age","age18","Web","complete",,,,,,,,,,,
"604","insertValue","2019-03-08T02:41:00.268Z","type","T2","Web","complete",,,,,,,,,,,
"604","clickButton","2019-03-08T02:41:10.045Z","confirm",,"Web","complete",,,,,,,,,,,
"604","clickButton","2019-03-08T02:41:12.176Z","B3",,"Web","complete",,,,,,,,,,,
"604","clickButton","2019-03-08T02:41:15.877Z","Button6",,"Web","complete",,,,,,,,,,,
"604","openFile","2019-03-08T02:41:18.866Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"604","copy","2019-03-08T02:41:24.459Z",,"value370","Excel","complete",,,,,"A","12",,,,,
"604","paste","2019-03-08T02:41:27.924Z","Special code","value370","Web","complete",,,,,,,,,,,
"604","clickButton","2019-03-08T02:41:28.917Z","OK",,"Web","complete",,,,,,,,,,,
"605","insertValue","2019-03-08T02:41:38.917Z","name","name636","Web","complete",,,,,,,,,,,
"605","insertValue","2019-03-08T02:41:51.064Z","surname","surname636","Web","complete",,,,,,,,,,,
"605","insertValue","2019-03-08T02:41:53.959Z","age","age27","Web","complete",,,,,,,,,,,
"605","insertValue","2019-03-08T02:42:00.744Z","type","T2","Web","complete",,,,,,,,,,,
"605","clickButton","2019-03-08T02:42:01.504Z","confirm",,"Web","complete",,,,,,,,,,,
"605","clickButton","2019-03-08T02:42:04.790Z","B3",,"Web","complete",,,,,,,,,,,
"605","clickButton","2019-03-08T02:42:08.477Z","Button6",,"Web","complete",,,,,,,,,,,
"605","openFile","2019-03-08T02:42:11.495Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"605","copy","2019-03-08T02:42:14.721Z",,"value922","Excel","complete",,,,,"A","74",,,,,
"605","paste","2019-03-08T02:42:17.818Z","Special code","value922","Web","complete",,,,,,,,,,,
"605","clickButton","2019-03-08T02:42:20.183Z","OK",,"Web","complete",,,,,,,,,,,
"606","insertValue","2019-03-08T02:42:30.183Z","name","name3893","Web","complete",,,,,,,,,,,
"606","insertValue","2019-03-08T02:42:32.308Z","surname","surname3893","Web","complete",,,,,,,,,,,
"606","insertValue","2019-03-08T02:42:48.391Z","age","age26","Web","complete",,,,,,,,,,,
"606","insertValue","2019-03-08T02:42:55.276Z","type","T3","Web","complete",,,,,,,,,,,
"606","clickButton","2019-03-08T02:42:55.276Z","confirm",,"Web","complete",,,,,,,,,,,
"606","clickButton","2019-03-08T02:42:58.688Z","B4",,"Web","complete",,,,,,,,,,,
"606","clickButton","2019-03-08T02:43:01.975Z","Clients",,"Web","complete",,,,,,,,,,,
"606","insertValue","2019-03-08T02:43:06.553Z","clientID","ID3893","Web","complete",,,,,,,,,,,
"606","pressKey","2019-03-08T02:43:12.615Z",,,"Web","complete","enter",,,,,,,,,,
"606","clickButton","2019-03-08T02:43:15.417Z","update",,"Web","complete",,"ID3893",,,,,,,,,
"606","insertValue","2019-03-08T02:43:18.713Z","address","addA607addB1286","Web","complete",,,,,,,,,,,
"606","insertValue","2019-03-08T02:43:28.126Z","country","Australia","Web","complete",,,,,,,,,,,
"606","openFile","2019-03-08T02:43:34.303Z",,,"Excel","complete",,,,,,,,"C:/Customers/Australia/","xls","ID3893",
"606","copy","2019-03-08T02:43:38.185Z","address","addB1286","Web","complete",,,,,,,,,,,
"606","paste","2019-03-08T02:43:40.086Z",,"addB1286","Excel","complete",,,,,"A","5",,,,,
"606","saveFile","2019-03-08T02:43:44.349Z","save",,"Excel","complete",,,,,,,,,,,
"606","clickButton","2019-03-08T02:43:48.130Z","ConfirmWithFile",,"Web","complete",,,,,,,,,,,
"606","clickButton","2019-03-08T02:43:52.131Z","OK",,"Web","complete",,,,,,,,,,,
"607","insertValue","2019-03-08T02:44:02.131Z","name","name2792","Web","complete",,,,,,,,,,,
"607","insertValue","2019-03-08T02:44:17.555Z","surname","surname2792","Web","complete",,,,,,,,,,,
"607","insertValue","2019-03-08T02:44:25.894Z","age","age43","Web","complete",,,,,,,,,,,
"607","insertValue","2019-03-08T02:44:32.472Z","type","T1","Web","complete",,,,,,,,,,,
"607","clickButton","2019-03-08T02:44:33.986Z","confirm",,"Web","complete",,,,,,,,,,,
"607","clickButton","2019-03-08T02:44:36.143Z","B1",,"Web","complete",,,,,,,,,,,
"607","copy","2019-03-08T02:44:39.274Z","name","name2792","Web","complete",,,,,,,,,,,
"607","paste","2019-03-08T02:44:42.446Z","name","name2792","Excel","complete",,,,,"B","1",,,,,
"607","copy","2019-03-08T02:44:46.331Z","surname","surname2792","Web","complete",,,,,,,,,,,
"607","paste","2019-03-08T02:44:50.036Z","surname","surname2792","Excel","complete",,,,,"B","1",,,,,
"607","clickButton","2019-03-08T02:44:51.288Z","add",,"Web","complete",,,,,,,,,,,
"607","clickButton","2019-03-08T02:44:54.059Z","confirm",,"Web","complete",,,,,,,,,,,
"607","clickButton","2019-03-08T02:44:57.040Z","OK",,"Web","complete",,,,,,,,,,,
"608","insertValue","2019-03-08T02:45:07.040Z","name","name3967","Web","complete",,,,,,,,,,,
"608","insertValue","2019-03-08T02:45:19.057Z","surname","surname3967","Web","complete",,,,,,,,,,,
"608","insertValue","2019-03-08T02:45:20.452Z","age","age18","Web","complete",,,,,,,,,,,
"608","insertValue","2019-03-08T02:45:23.458Z","type","T3","Web","complete",,,,,,,,,,,
"608","clickButton","2019-03-08T02:45:39.566Z","confirm",,"Web","complete",,,,,,,,,,,
"608","clickButton","2019-03-08T02:45:42.386Z","B4",,"Web","complete",,,,,,,,,,,
"608","clickButton","2019-03-08T02:45:46.205Z","Clients",,"Web","complete",,,,,,,,,,,
"608","insertValue","2019-03-08T02:45:49.017Z","clientID","ID3967","Web","complete",,,,,,,,,,,
"608","pressKey","2019-03-08T02:45:53.804Z",,,"Web","complete","enter",,,,,,,,,,
"608","clickButton","2019-03-08T02:45:56.708Z","update",,"Web","complete",,"ID3967",,,,,,,,,
"608","insertValue","2019-03-08T02:45:58.801Z","address","addA2153addB2098","Web","complete",,,,,,,,,,,
"608","insertValue","2019-03-08T02:46:09.503Z","country","Country121","Web","complete",,,,,,,,,,,
"608","clickButton","2019-03-08T02:46:19.362Z","UnbindFile",,"Web","complete",,,,,,,,,,,
"608","clickButton","2019-03-08T02:46:22.194Z","OK",,"Web","complete",,,,,,,,,,,
"608","clickButton","2019-03-08T02:46:24.142Z","Confirm",,"Web","complete",,,,,,,,,,,
"608","clickButton","2019-03-08T02:46:26.871Z","OK",,"Web","complete",,,,,,,,,,,
"609","insertValue","2019-03-08T02:46:36.871Z","name","name1897","Web","complete",,,,,,,,,,,
"609","insertValue","2019-03-08T02:46:40.265Z","surname","surname1897","Web","complete",,,,,,,,,,,
"609","insertValue","2019-03-08T02:46:47.675Z","age","age41","Web","complete",,,,,,,,,,,
"609","insertValue","2019-03-08T02:46:56.929Z","type","T2","Web","complete",,,,,,,,,,,
"609","clickButton","2019-03-08T02:47:01.161Z","confirm",,"Web","complete",,,,,,,,,,,
"609","clickButton","2019-03-08T02:47:03.085Z","B2",,"Web","complete",,,,,,,,,,,
"609","insertValue","2019-03-08T02:47:04.449Z","value1","value2273","Web","complete",,,,,,,,,,,
"609","insertValue","2019-03-08T02:47:06.360Z","code","25","Web","complete",,,,,,,,,,,
"609","clickButton","2019-03-08T02:47:19.564Z","B7",,"Web","complete",,,,,,,,,,,
"609","goToUrl","2019-03-08T02:47:21.781Z",,,"Web","complete",,,,,,,"www.webpage2.com",,,,
"609","clickButton","2019-03-08T02:47:22.681Z","open",,"Web","complete",,,,,,,,,,,
"609","copy","2019-03-08T02:47:24.612Z","code","25","Web","complete",,,,,,,,,,,
"609","paste","2019-03-08T02:47:28.390Z","name","25","Excel","complete",,,,,"B","2735",,,,,
"609","goToUrl","2019-03-08T02:47:31.190Z",,,"Web","complete",,,,,,,"www.webpage.com",,,,
"609","clickButton","2019-03-08T02:47:47.875Z","OK",,"Web","complete",,,,,,,,,,,
"609","clickButton","2019-03-08T02:47:47.875Z","OK",,"Web","complete",,,,,,,,,,,
"610","insertValue","2019-03-08T02:47:57.875Z","name","name3305","Web","complete",,,,,,,,,,,
"610","insertValue","2019-03-08T02:48:05.572Z","surname","surname3305","Web","complete",,,,,,,,,,,
"610","insertValue","2019-03-08T02:48:19.383Z","age","age28","Web","complete",,,,,,,,,,,
"610","insertValue","2019-03-08T02:48:23.390Z","type","T2","Web","complete",,,,,,,,,,,
"610","clickButton","2019-03-08T02:48:38.057Z","confirm",,"Web","complete",,,,,,,,,,,
"610","clickButton","2019-03-08T02:48:41.625Z","B3",,"Web","complete",,,,,,,,,,,
"610","clickButton","2019-03-08T02:48:43.687Z","Button6",,"Web","complete",,,,,,,,,,,
"610","openFile","2019-03-08T02:48:46.062Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"610","copy","2019-03-08T02:48:49.522Z",,"value971","Excel","complete",,,,,"A","51",,,,,
"610","paste","2019-03-08T02:48:51.176Z","Special code","value971","Web","complete",,,,,,,,,,,
"610","clickButton","2019-03-08T02:48:54.729Z","OK",,"Web","complete",,,,,,,,,,,
"611","insertValue","2019-03-08T02:49:04.729Z","name","name3908","Web","complete",,,,,,,,,,,
"611","insertValue","2019-03-08T02:49:04.729Z","surname","surname3908","Web","complete",,,,,,,,,,,
"611","insertValue","2019-03-08T02:49:25.388Z","age","age19","Web","complete",,,,,,,,,,,
"611","insertValue","2019-03-08T02:49:25.945Z","type","T3","Web","complete",,,,,,,,,,,
"611","clickButton","2019-03-08T02:49:41.303Z","confirm",,"Web","complete",,,,,,,,,,,
"611","clickButton","2019-03-08T02:49:45.705Z","B4",,"Web","complete",,,,,,,,,,,
"611","clickButton","2019-03-08T02:49:47.933Z","Clients",,"Web","complete",,,,,,,,,,,
"611","insertValue","2019-03-08T02:49:51.634Z","clientID","ID3908","Web","complete",,,,,,,,,,,
"611","pressKey","2019-03-08T02:49:52.771Z",,,"Web","complete","enter",,,,,,,,,,
"611","clickButton","2019-03-08T02:49:55.289Z","update",,"Web","complete",,"ID3908",,,,,,,,,
"611","insertValue","2019-03-08T02:49:59.556Z","address","addA2760addB3388","Web","complete",,,,,,,,,,,
"611","insertValue","2019-03-08T02:50:00.501Z","country","Australia","Web","complete",,,,,,,,,,,
"611","openFile","2019-03-08T02:50:09.069Z",,,"Excel","complete",,,,,,,,"C:/Customers/Australia/","xls","ID3908",
"611","copy","2019-03-08T02:50:20.333Z","address","addB3388","Web","complete",,,,,,,,,,,
"611","paste","2019-03-08T02:50:30.090Z",,"addB3388","Excel","complete",,,,,"A","5",,,,,
"611","saveFile","2019-03-08T02:50:33.504Z","save",,"Excel","complete",,,,,,,,,,,
"611","clickButton","2019-03-08T02:50:37.505Z","ConfirmWithFile",,"Web","complete",,,,,,,,,,,
"611","clickButton","2019-03-08T02:50:40.054Z","OK",,"Web","complete",,,,,,,,,,,
"612","insertValue","2019-03-08T02:50:50.054Z","name","name1145","Web","complete",,,,,,,,,,,
"612","insertValue","2019-03-08T02:50:57.479Z","surname","surname1145","Web","complete",,,,,,,,,,,
"612","insertValue","2019-03-08T02:51:08.486Z","age","age34","Web","complete",,,,,,,,,,,
"612","insertValue","2019-03-08T02:51:17.397Z","type","T1","Web","complete",,,,,,,,,,,
