"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Column","Row","Url","Sheet","FileName","Found"
"403","copy","2019-03-07T15:51:02.907Z","value2","value1337","Web","complete",,,,,,
"403","paste","2019-03-07T15:51:05.854Z","finalCode","vaue1337","Web","complete",,,,,,
"403","clickButton","2019-03-07T15:51:09.396Z","OK",,"Web","complete",,,,,,
"404","insertValue","2019-03-07T15:51:19.396Z","name","name1460","Web","complete",,,,,,
"404","insertValue","2019-03-07T15:51:25.336Z","surname","surname1460","Web","complete",,,,,,
"404","insertValue","2019-03-07T15:51:27.052Z","age","24","Web","complete",,,,,,
"404","insertValue","2019-03-07T15:51:35.350Z","type","3","Web","complete",,,,,,
"404","clickButton","2019-03-07T15:52:01.680Z","B4",,"Web","complete",,,,,,
"404","openFile","2019-03-07T15:52:05.490Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"404","findValue","2019-03-07T15:52:09.607Z",,"4160","Excel","complete",,,,,,"false"
"404","copy","2019-03-07T15:52:13.791Z",,"value1460","Excel","complete","B","1",,,,
"404","paste","2019-03-07T15:52:15.470Z","finalCode","vaue1460","Web","complete",,,,,,
"404","clickButton","2019-03-07T15:52:20.015Z","Cancel",,"Web","complete",,,,,,
"405","insertValue","2019-03-07T15:52:30.015Z","name","name1178","Web","complete",,,,,,
"405","insertValue","2019-03-07T15:52:40.237Z","surname","surname1178","Web","complete",,,,,,
"405","insertValue","2019-03-07T15:52:54.327Z","age","21","Web","complete",,,,,,
"405","insertValue","2019-03-07T15:53:07.220Z","type","3","Web","complete",,,,,,
"405","clickButton","2019-03-07T15:53:19.190Z","B4",,"Web","complete",,,,,,
"405","goToUrl","2019-03-07T15:53:23.278Z",,,"Web","complete",,,"www.webpage.com",,,
"405","clickButton","2019-03-07T15:53:25.928Z","B5",,"Web","complete",,,,,,
"405","insertValue","2019-03-07T15:53:26.741Z","valueX","valuex1178","Web","complete",,,,,,
"405","clickButton","2019-03-07T15:53:30.287Z","Cancel",,"Web","complete",,,,,,
"406","insertValue","2019-03-07T15:53:40.287Z","name","name2548","Web","complete",,,,,,
"406","insertValue","2019-03-07T15:53:54.826Z","surname","surname2548","Web","complete",,,,,,
"406","insertValue","2019-03-07T15:54:05.947Z","age","48","Web","complete",,,,,,
"406","insertValue","2019-03-07T15:54:05.947Z","type","2","Web","complete",,,,,,
"406","clickButton","2019-03-07T15:54:05.947Z","B1",,"Web","complete",,,,,,
"406","insertValue","2019-03-07T15:54:11.148Z",,"4405","Excel","complete","B","40",,,,
"406","goToUrl","2019-03-07T15:54:21.325Z",,,"Web","complete",,,"www.webpage2.com",,,
"406","copy","2019-03-07T15:54:28.238Z","value2","value4405","Web","complete",,,,,,
"406","paste","2019-03-07T15:54:31.692Z",,"vaue4405","Excel","complete","C","2",,,,
"406","clickButton","2019-03-07T15:54:34.366Z","Cancel",,"Web","complete",,,,,,
"407","insertValue","2019-03-07T15:54:44.366Z","name","name2651","Web","complete",,,,,,
"407","insertValue","2019-03-07T15:54:52.192Z","surname","surname2651","Web","complete",,,,,,
"407","insertValue","2019-03-07T15:55:07.727Z","age","25","Web","complete",,,,,,
"407","insertValue","2019-03-07T15:55:22.308Z","type","4","Web","complete",,,,,,
"407","clickButton","2019-03-07T15:55:32.890Z","B4",,"Web","complete",,,,,,
"407","goToUrl","2019-03-07T15:55:38.107Z",,,"Web","complete",,,"www.webpage.com",,,
"407","clickButton","2019-03-07T15:55:41.358Z","B5",,"Web","complete",,,,,,
"407","insertValue","2019-03-07T15:55:43.006Z","valueX","valuex2651","Web","complete",,,,,,
"407","clickButton","2019-03-07T15:55:47.716Z","OK",,"Web","complete",,,,,,
"408","insertValue","2019-03-07T15:55:57.716Z","name","name2507","Web","complete",,,,,,
"408","insertValue","2019-03-07T15:56:06.903Z","surname","surname2507","Web","complete",,,,,,
"408","insertValue","2019-03-07T15:56:20.551Z","age","18","Web","complete",,,,,,
"408","insertValue","2019-03-07T15:56:37.825Z","type","2","Web","complete",,,,,,
"408","clickButton","2019-03-07T15:56:47.369Z","B1",,"Web","complete",,,,,,
"408","insertValue","2019-03-07T15:56:49.187Z",,"3974","Excel","complete","B","37",,,,
"408","goToUrl","2019-03-07T15:56:51.702Z",,,"Web","complete",,,"www.webpage2.com",,,
"408","copy","2019-03-07T15:57:06.418Z","value2","value3974","Web","complete",,,,,,
"408","paste","2019-03-07T15:57:10.416Z","finalCode","vaue3974","Web","complete",,,,,,
"408","clickButton","2019-03-07T15:57:13.211Z","Cancel",,"Web","complete",,,,,,
"409","insertValue","2019-03-07T15:57:23.211Z","name","name2475","Web","complete",,,,,,
"409","insertValue","2019-03-07T15:57:25.871Z","surname","surname2475","Web","complete",,,,,,
"409","insertValue","2019-03-07T15:57:33.233Z","age","28","Web","complete",,,,,,
"409","insertValue","2019-03-07T15:57:40.335Z","type","3","Web","complete",,,,,,
"409","clickButton","2019-03-07T15:57:52.026Z","B4",,"Web","complete",,,,,,
"409","openFile","2019-03-07T15:57:54.559Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"409","findValue","2019-03-07T15:57:59.505Z",,"2095","Excel","complete",,,,,,"true"
"409","copy","2019-03-07T15:58:00.196Z",,"value2475","Excel","complete","B","1",,,,
"409","paste","2019-03-07T15:58:03.571Z",,"vaue2475","Excel","complete","C","2",,,,
"409","paste","2019-03-07T15:58:07.193Z","finalCode","vaue2475","Web","complete",,,,,,
"409","clickButton","2019-03-07T15:58:11.994Z","Cancel",,"Web","complete",,,,,,
"410","insertValue","2019-03-07T15:58:21.994Z","name","name2410","Web","complete",,,,,,
"410","insertValue","2019-03-07T15:58:26.977Z","surname","surname2410","Web","complete",,,,,,
"410","insertValue","2019-03-07T15:58:36.693Z","age","27","Web","complete",,,,,,
"410","insertValue","2019-03-07T15:58:43.923Z","type","4","Web","complete",,,,,,
"410","clickButton","2019-03-07T15:58:53.282Z","B4",,"Web","complete",,,,,,
"410","openFile","2019-03-07T15:58:57.292Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"410","findValue","2019-03-07T15:59:01.257Z",,"4098","Excel","complete",,,,,,"true"
"410","copy","2019-03-07T15:59:04.671Z",,"value2410","Excel","complete","B","1",,,,
"410","paste","2019-03-07T15:59:08.194Z","finalCode","vaue2410","Web","complete",,,,,,
"410","clickButton","2019-03-07T15:59:11.656Z","Cancel",,"Web","complete",,,,,,
"411","insertValue","2019-03-07T15:59:21.656Z","name","name2437","Web","complete",,,,,,
"411","insertValue","2019-03-07T15:59:27.632Z","surname","surname2437","Web","complete",,,,,,
"411","insertValue","2019-03-07T15:59:39.141Z","age","32","Web","complete",,,,,,
"411","insertValue","2019-03-07T15:59:39.141Z","type","4","Web","complete",,,,,,
"411","clickButton","2019-03-07T15:59:44.678Z","B4",,"Web","complete",,,,,,
"411","openFile","2019-03-07T15:59:47.416Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"411","findValue","2019-03-07T15:59:51.013Z",,"3609","Excel","complete",,,,,,"false"
"411","copy","2019-03-07T15:59:54.280Z",,"value2437","Excel","complete","B","1",,,,
"411","paste","2019-03-07T15:59:57.441Z","finalCode","vaue2437","Web","complete",,,,,,
"411","clickButton","2019-03-07T16:00:01.631Z","OK",,"Web","complete",,,,,,
"412","insertValue","2019-03-07T16:00:11.631Z","name","name37","Web","complete",,,,,,
"412","insertValue","2019-03-07T16:00:24.646Z","surname","surname37","Web","complete",,,,,,
"412","insertValue","2019-03-07T16:00:36.303Z","age","18","Web","complete",,,,,,
"412","insertValue","2019-03-07T16:00:47.840Z","type","1","Web","complete",,,,,,
"412","clickButton","2019-03-07T16:01:00.876Z","B1",,"Web","complete",,,,,,
"412","insertValue","2019-03-07T16:01:04.586Z",,"3750","Excel","complete","B","25",,,,
"412","goToUrl","2019-03-07T16:01:15.056Z",,,"Web","complete",,,"www.webpage2.com",,,
"412","copy","2019-03-07T16:01:22.505Z","value2","value3750","Web","complete",,,,,,
"412","paste","2019-03-07T16:01:25.711Z",,"vaue3750","Excel","complete","C","2",,,,
"412","clickButton","2019-03-07T16:01:29.185Z","Cancel",,"Web","complete",,,,,,
"413","insertValue","2019-03-07T16:01:39.185Z","name","name591","Web","complete",,,,,,
"413","insertValue","2019-03-07T16:01:39.403Z","surname","surname591","Web","complete",,,,,,
"413","insertValue","2019-03-07T16:01:47.021Z","age","29","Web","complete",,,,,,
"413","insertValue","2019-03-07T16:01:54.527Z","type","1","Web","complete",,,,,,
"413","clickButton","2019-03-07T16:01:56.586Z","B1",,"Web","complete",,,,,,
"413","insertValue","2019-03-07T16:02:00.677Z",,"1136","Excel","complete","B","22",,,,
"413","goToUrl","2019-03-07T16:02:17.746Z",,,"Web","complete",,,"www.webpage2.com",,,
"413","copy","2019-03-07T16:02:20.589Z","value2","value1136","Web","complete",,,,,,
"413","paste","2019-03-07T16:02:22.937Z","finalCode","vaue1136","Web","complete",,,,,,
"413","clickButton","2019-03-07T16:02:24.609Z","OK",,"Web","complete",,,,,,
"414","insertValue","2019-03-07T16:02:34.609Z","name","name2495","Web","complete",,,,,,
"414","insertValue","2019-03-07T16:02:45.406Z","surname","surname2495","Web","complete",,,,,,
"414","insertValue","2019-03-07T16:02:55.278Z","age","20","Web","complete",,,,,,
"414","insertValue","2019-03-07T16:02:59.340Z","type","3","Web","complete",,,,,,
"414","clickButton","2019-03-07T16:03:07.467Z","B4",,"Web","complete",,,,,,
"414","goToUrl","2019-03-07T16:03:09.910Z",,,"Web","complete",,,"www.webpage.com",,,
"414","clickButton","2019-03-07T16:03:11.287Z","B5",,"Web","complete",,,,,,
"414","insertValue","2019-03-07T16:03:18.241Z","valueX","valuex2495","Web","complete",,,,,,
"414","clickButton","2019-03-07T16:03:20.222Z","OK",,"Web","complete",,,,,,
"415","insertValue","2019-03-07T16:03:30.222Z","name","name924","Web","complete",,,,,,
"415","insertValue","2019-03-07T16:03:41.145Z","surname","surname924","Web","complete",,,,,,
"415","insertValue","2019-03-07T16:03:41.145Z","age","20","Web","complete",,,,,,
"415","insertValue","2019-03-07T16:03:57.728Z","type","2","Web","complete",,,,,,
"415","clickButton","2019-03-07T16:04:03.447Z","B1",,"Web","complete",,,,,,
"415","insertValue","2019-03-07T16:04:06.593Z",,"1537","Excel","complete","B","2",,,,
"415","goToUrl","2019-03-07T16:04:13.820Z",,,"Web","complete",,,"www.webpage2.com",,,
"415","copy","2019-03-07T16:04:19.064Z","value2","value1537","Web","complete",,,,,,
"415","paste","2019-03-07T16:04:20.095Z",,"vaue1537","Excel","complete","C","2",,,,
"415","paste","2019-03-07T16:04:23.721Z","finalCode","vaue1537","Web","complete",,,,,,
"415","clickButton","2019-03-07T16:04:26.044Z","Cancel",,"Web","complete",,,,,,
"416","insertValue","2019-03-07T16:04:36.044Z","name","name2886","Web","complete",,,,,,
"416","insertValue","2019-03-07T16:04:51.919Z","surname","surname2886","Web","complete",,,,,,
"416","insertValue","2019-03-07T16:04:57.550Z","age","29","Web","complete",,,,,,
"416","insertValue","2019-03-07T16:05:04.768Z","type","4","Web","complete",,,,,,
"416","clickButton","2019-03-07T16:05:19.818Z","B4",,"Web","complete",,,,,,
"416","goToUrl","2019-03-07T16:05:22.882Z",,,"Web","complete",,,"www.webpage.com",,,
"416","clickButton","2019-03-07T16:05:26.160Z","B5",,"Web","complete",,,,,,
"416","insertValue","2019-03-07T16:05:38.313Z","valueX","valuex2886","Web","complete",,,,,,
"416","clickButton","2019-03-07T16:05:42.346Z","OK",,"Web","complete",,,,,,
"417","insertValue","2019-03-07T16:05:52.346Z","name","name2418","Web","complete",,,,,,
"417","insertValue","2019-03-07T16:06:01.459Z","surname","surname2418","Web","complete",,,,,,
"417","insertValue","2019-03-07T16:06:07.778Z","age","27","Web","complete",,,,,,
"417","insertValue","2019-03-07T16:06:15.440Z","type","1","Web","complete",,,,,,
"417","clickButton","2019-03-07T16:06:23.981Z","B1",,"Web","complete",,,,,,
"417","insertValue","2019-03-07T16:06:27.912Z",,"1842","Excel","complete","B","23",,,,
"417","goToUrl","2019-03-07T16:06:45.640Z",,,"Web","complete",,,"www.webpage2.com",,,
"417","copy","2019-03-07T16:06:55.440Z","value2","value1842","Web","complete",,,,,,
"417","paste","2019-03-07T16:06:59.470Z","finalCode","vaue1842","Web","complete",,,,,,
"417","clickButton","2019-03-07T16:07:03.421Z","Cancel",,"Web","complete",,,,,,
"418","insertValue","2019-03-07T16:07:13.421Z","name","name2258","Web","complete",,,,,,
"418","insertValue","2019-03-07T16:07:19.085Z","surname","surname2258","Web","complete",,,,,,
"418","insertValue","2019-03-07T16:07:33.983Z","age","26","Web","complete",,,,,,
"418","insertValue","2019-03-07T16:07:50.426Z","type","4","Web","complete",,,,,,
"418","clickButton","2019-03-07T16:07:58.826Z","B4",,"Web","complete",,,,,,
"418","openFile","2019-03-07T16:08:00.575Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"418","findValue","2019-03-07T16:08:04.342Z",,"3127","Excel","complete",,,,,,"false"
"418","copy","2019-03-07T16:08:08.678Z",,"value2258","Excel","complete","B","1",,,,
"418","paste","2019-03-07T16:08:10.483Z","finalCode","vaue2258","Web","complete",,,,,,
"418","clickButton","2019-03-07T16:08:14.663Z","Cancel",,"Web","complete",,,,,,
"419","insertValue","2019-03-07T16:08:24.663Z","name","name526","Web","complete",,,,,,
"419","insertValue","2019-03-07T16:08:32.688Z","surname","surname526","Web","complete",,,,,,
"419","insertValue","2019-03-07T16:08:39.638Z","age","28","Web","complete",,,,,,
"419","insertValue","2019-03-07T16:08:45.759Z","type","3","Web","complete",,,,,,
"419","clickButton","2019-03-07T16:08:53.953Z","B4",,"Web","complete",,,,,,
"419","openFile","2019-03-07T16:08:55.650Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"419","findValue","2019-03-07T16:08:59.206Z",,"3222","Excel","complete",,,,,,"true"
"419","copy","2019-03-07T16:09:02.825Z",,"value526","Excel","complete","B","1",,,,
"419","paste","2019-03-07T16:09:05.774Z","finalCode","vaue526","Web","complete",,,,,,
"419","clickButton","2019-03-07T16:09:10.128Z","Cancel",,"Web","complete",,,,,,
"420","insertValue","2019-03-07T16:09:20.128Z","name","name922","Web","complete",,,,,,
"420","insertValue","2019-03-07T16:09:28.557Z","surname","surname922","Web","complete",,,,,,
"420","insertValue","2019-03-07T16:09:30.589Z","age","27","Web","complete",,,,,,
"420","insertValue","2019-03-07T16:09:43.011Z","type","4","Web","complete",,,,,,
"420","clickButton","2019-03-07T16:09:53.848Z","B4",,"Web","complete",,,,,,
"420","openFile","2019-03-07T16:09:56.643Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"420","findValue","2019-03-07T16:09:58.785Z",,"1010","Excel","complete",,,,,,"false"
"420","copy","2019-03-07T16:10:01.712Z",,"value922","Excel","complete","B","1",,,,
"420","paste","2019-03-07T16:10:03.975Z",,"vaue922","Excel","complete","C","2",,,,
"420","paste","2019-03-07T16:10:07.272Z","finalCode","vaue922","Web","complete",,,,,,
"420","clickButton","2019-03-07T16:10:08.673Z","OK",,"Web","complete",,,,,,
"421","insertValue","2019-03-07T16:10:18.673Z","name","name1886","Web","complete",,,,,,
"421","insertValue","2019-03-07T16:10:24.513Z","surname","surname1886","Web","complete",,,,,,
"421","insertValue","2019-03-07T16:10:29.623Z","age","20","Web","complete",,,,,,
"421","insertValue","2019-03-07T16:10:30.471Z","type","4","Web","complete",,,,,,
"421","clickButton","2019-03-07T16:10:42.577Z","B4",,"Web","complete",,,,,,
"421","goToUrl","2019-03-07T16:10:44.983Z",,,"Web","complete",,,"www.webpage.com",,,
"421","clickButton","2019-03-07T16:10:47.866Z","B5",,"Web","complete",,,,,,
"421","insertValue","2019-03-07T16:11:00.836Z","valueX","valuex1886","Web","complete",,,,,,
"421","clickButton","2019-03-07T16:11:05.090Z","Cancel",,"Web","complete",,,,,,
"422","insertValue","2019-03-07T16:11:15.090Z","name","name2562","Web","complete",,,,,,
"422","insertValue","2019-03-07T16:11:23.759Z","surname","surname2562","Web","complete",,,,,,
"422","insertValue","2019-03-07T16:11:33.760Z","age","30","Web","complete",,,,,,
"422","insertValue","2019-03-07T16:11:34.774Z","type","2","Web","complete",,,,,,
"422","clickButton","2019-03-07T16:11:40.487Z","B1",,"Web","complete",,,,,,
"422","insertValue","2019-03-07T16:11:45.933Z",,"3149","Excel","complete","B","2",,,,
"422","goToUrl","2019-03-07T16:11:45.933Z",,,"Web","complete",,,"www.webpage2.com",,,
"422","copy","2019-03-07T16:12:00.456Z","value2","value3149","Web","complete",,,,,,
"422","paste","2019-03-07T16:12:02.896Z","finalCode","vaue3149","Web","complete",,,,,,
"422","clickButton","2019-03-07T16:12:04.578Z","Cancel",,"Web","complete",,,,,,
"423","insertValue","2019-03-07T16:12:14.578Z","name","name1163","Web","complete",,,,,,
"423","insertValue","2019-03-07T16:12:21.689Z","surname","surname1163","Web","complete",,,,,,
"423","insertValue","2019-03-07T16:12:31.749Z","age","30","Web","complete",,,,,,
"423","insertValue","2019-03-07T16:12:31.749Z","type","1","Web","complete",,,,,,
"423","clickButton","2019-03-07T16:12:35.845Z","B1",,"Web","complete",,,,,,
"423","insertValue","2019-03-07T16:12:37.138Z",,"4916","Excel","complete","B","36",,,,
"423","goToUrl","2019-03-07T16:12:45.808Z",,,"Web","complete",,,"www.webpage2.com",,,
"423","copy","2019-03-07T16:12:52.042Z","value2","value4916","Web","complete",,,,,,
"423","paste","2019-03-07T16:12:54.436Z","finalCode","vaue4916","Web","complete",,,,,,
"423","clickButton","2019-03-07T16:12:57.404Z","Cancel",,"Web","complete",,,,,,
"424","insertValue","2019-03-07T16:13:07.404Z","name","name1267","Web","complete",,,,,,
"424","insertValue","2019-03-07T16:13:11.376Z","surname","surname1267","Web","complete",,,,,,
"424","insertValue","2019-03-07T16:13:24.613Z","age","40","Web","complete",,,,,,
"424","insertValue","2019-03-07T16:13:29.985Z","type","4","Web","complete",,,,,,
"424","clickButton","2019-03-07T16:13:40.867Z","B4",,"Web","complete",,,,,,
"424","goToUrl","2019-03-07T16:13:43.433Z",,,"Web","complete",,,"www.webpage.com",,,
"424","clickButton","2019-03-07T16:13:45.597Z","B5",,"Web","complete",,,,,,
"424","insertValue","2019-03-07T16:13:49.703Z","valueX","valuex1267","Web","complete",,,,,,
"424","clickButton","2019-03-07T16:13:53.144Z","Cancel",,"Web","complete",,,,,,
"425","insertValue","2019-03-07T16:14:03.144Z","name","name303","Web","complete",,,,,,
"425","insertValue","2019-03-07T16:14:12.391Z","surname","surname303","Web","complete",,,,,,
"425","insertValue","2019-03-07T16:14:23.032Z","age","24","Web","complete",,,,,,
"425","insertValue","2019-03-07T16:14:34.016Z","type","3","Web","complete",,,,,,
"425","clickButton","2019-03-07T16:14:43.984Z","B4",,"Web","complete",,,,,,
"425","openFile","2019-03-07T16:14:45.963Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"425","findValue","2019-03-07T16:14:48.513Z",,"2318","Excel","complete",,,,,,"false"
"425","copy","2019-03-07T16:14:52.951Z",,"value303","Excel","complete","B","1",,,,
"425","paste","2019-03-07T16:14:56.047Z",,"vaue303","Excel","complete","C","2",,,,
"425","clickButton","2019-03-07T16:14:58.609Z","OK",,"Web","complete",,,,,,
"426","insertValue","2019-03-07T16:15:08.609Z","name","name348","Web","complete",,,,,,
"426","insertValue","2019-03-07T16:15:17.483Z","surname","surname348","Web","complete",,,,,,
"426","insertValue","2019-03-07T16:15:29.390Z","age","29","Web","complete",,,,,,
"426","insertValue","2019-03-07T16:15:29.662Z","type","2","Web","complete",,,,,,
"426","clickButton","2019-03-07T16:15:40.500Z","B1",,"Web","complete",,,,,,
"426","insertValue","2019-03-07T16:15:44.181Z",,"3510","Excel","complete","B","35",,,,
"426","goToUrl","2019-03-07T16:15:51.274Z",,,"Web","complete",,,"www.webpage2.com",,,
"426","copy","2019-03-07T16:15:53.619Z","value2","value3510","Web","complete",,,,,,
"426","paste","2019-03-07T16:15:56.123Z",,"vaue3510","Excel","complete","C","2",,,,
"426","clickButton","2019-03-07T16:15:58.811Z","OK",,"Web","complete",,,,,,
"427","insertValue","2019-03-07T16:16:08.811Z","name","name1945","Web","complete",,,,,,
"427","insertValue","2019-03-07T16:16:11.558Z","surname","surname1945","Web","complete",,,,,,
"427","insertValue","2019-03-07T16:16:20.322Z","age","26","Web","complete",,,,,,
"427","insertValue","2019-03-07T16:16:20.322Z","type","1","Web","complete",,,,,,
"427","clickButton","2019-03-07T16:16:23.109Z","B1",,"Web","complete",,,,,,
"427","insertValue","2019-03-07T16:16:24.949Z",,"1738","Excel","complete","B","25",,,,
"427","goToUrl","2019-03-07T16:16:34.109Z",,,"Web","complete",,,"www.webpage2.com",,,
"427","copy","2019-03-07T16:16:48.241Z","value2","value1738","Web","complete",,,,,,
"427","paste","2019-03-07T16:16:49.673Z",,"vaue1738","Excel","complete","C","2",,,,
"427","clickButton","2019-03-07T16:16:53.494Z","OK",,"Web","complete",,,,,,
"428","insertValue","2019-03-07T16:17:03.494Z","name","name1584","Web","complete",,,,,,
"428","insertValue","2019-03-07T16:17:20.252Z","surname","surname1584","Web","complete",,,,,,
"428","insertValue","2019-03-07T16:17:34.063Z","age","32","Web","complete",,,,,,
"428","insertValue","2019-03-07T16:17:40.863Z","type","3","Web","complete",,,,,,
"428","clickButton","2019-03-07T16:17:50.362Z","B4",,"Web","complete",,,,,,
"428","goToUrl","2019-03-07T16:17:53.488Z",,,"Web","complete",,,"www.webpage.com",,,
"428","clickButton","2019-03-07T16:17:57.406Z","B5",,"Web","complete",,,,,,
"428","insertValue","2019-03-07T16:18:06.320Z","valueX","valuex1584","Web","complete",,,,,,
"428","clickButton","2019-03-07T16:18:09.225Z","Cancel",,"Web","complete",,,,,,
"429","insertValue","2019-03-07T16:18:19.225Z","name","name2157","Web","complete",,,,,,
"429","insertValue","2019-03-07T16:18:24.853Z","surname","surname2157","Web","complete",,,,,,
"429","insertValue","2019-03-07T16:18:39.146Z","age","44","Web","complete",,,,,,
"429","insertValue","2019-03-07T16:18:47.905Z","type","4","Web","complete",,,,,,
"429","clickButton","2019-03-07T16:18:52.860Z","B4",,"Web","complete",,,,,,
"429","openFile","2019-03-07T16:18:55.315Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"429","findValue","2019-03-07T16:18:58.831Z",,"3184","Excel","complete",,,,,,"true"
"429","copy","2019-03-07T16:19:01.166Z",,"value2157","Excel","complete","B","1",,,,
"429","paste","2019-03-07T16:19:05.440Z",,"vaue2157","Excel","complete","C","2",,,,
"429","clickButton","2019-03-07T16:19:08.772Z","OK",,"Web","complete",,,,,,
"430","insertValue","2019-03-07T16:19:18.772Z","name","name2089","Web","complete",,,,,,
"430","insertValue","2019-03-07T16:19:20.524Z","surname","surname2089","Web","complete",,,,,,
"430","insertValue","2019-03-07T16:19:22.352Z","age","32","Web","complete",,,,,,
"430","insertValue","2019-03-07T16:19:34.844Z","type","1","Web","complete",,,,,,
"430","clickButton","2019-03-07T16:19:47.687Z","B1",,"Web","complete",,,,,,
"430","insertValue","2019-03-07T16:19:50.285Z",,"1847","Excel","complete","B","34",,,,
"430","goToUrl","2019-03-07T16:20:06.298Z",,,"Web","complete",,,"www.webpage2.com",,,
"430","copy","2019-03-07T16:20:15.563Z","value2","value1847","Web","complete",,,,,,
"430","paste","2019-03-07T16:20:19.485Z","finalCode","vaue1847","Web","complete",,,,,,
"430","clickButton","2019-03-07T16:20:24.039Z","Cancel",,"Web","complete",,,,,,
"431","insertValue","2019-03-07T16:20:34.039Z","name","name698","Web","complete",,,,,,
"431","insertValue","2019-03-07T16:20:43.749Z","surname","surname698","Web","complete",,,,,,
"431","insertValue","2019-03-07T16:20:47.288Z","age","50","Web","complete",,,,,,
"431","insertValue","2019-03-07T16:20:59.260Z","type","1","Web","complete",,,,,,
"431","clickButton","2019-03-07T16:21:19.465Z","B1",,"Web","complete",,,,,,
"431","insertValue","2019-03-07T16:21:22.675Z",,"2726","Excel","complete","B","31",,,,
"431","goToUrl","2019-03-07T16:21:27.510Z",,,"Web","complete",,,"www.webpage2.com",,,
"431","copy","2019-03-07T16:21:30.797Z","value2","value2726","Web","complete",,,,,,
"431","paste","2019-03-07T16:21:35.157Z","finalCode","vaue2726","Web","complete",,,,,,
"431","clickButton","2019-03-07T16:21:38.469Z","Cancel",,"Web","complete",,,,,,
"432","insertValue","2019-03-07T16:21:48.469Z","name","name2469","Web","complete",,,,,,
"432","insertValue","2019-03-07T16:21:55.569Z","surname","surname2469","Web","complete",,,,,,
"432","insertValue","2019-03-07T16:22:11.908Z","age","20","Web","complete",,,,,,
"432","insertValue","2019-03-07T16:22:18.098Z","type","3","Web","complete",,,,,,
"432","clickButton","2019-03-07T16:22:20.597Z","B4",,"Web","complete",,,,,,
"432","openFile","2019-03-07T16:22:24.437Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"432","findValue","2019-03-07T16:22:27.884Z",,"3562","Excel","complete",,,,,,"true"
"432","copy","2019-03-07T16:22:31.721Z",,"value2469","Excel","complete","B","1",,,,
"432","paste","2019-03-07T16:22:31.721Z","finalCode","vaue2469","Web","complete",,,,,,
"432","clickButton","2019-03-07T16:22:35.032Z","Cancel",,"Web","complete",,,,,,
"433","insertValue","2019-03-07T16:22:45.032Z","name","name948","Web","complete",,,,,,
"433","insertValue","2019-03-07T16:22:53.410Z","surname","surname948","Web","complete",,,,,,
"433","insertValue","2019-03-07T16:23:04.220Z","age","27","Web","complete",,,,,,
"433","insertValue","2019-03-07T16:23:15.163Z","type","3","Web","complete",,,,,,
"433","clickButton","2019-03-07T16:23:18.303Z","B4",,"Web","complete",,,,,,
"433","goToUrl","2019-03-07T16:23:22.161Z",,,"Web","complete",,,"www.webpage.com",,,
"433","clickButton","2019-03-07T16:23:26.035Z","B5",,"Web","complete",,,,,,
"433","insertValue","2019-03-07T16:23:38.886Z","valueX","valuex948","Web","complete",,,,,,
"433","clickButton","2019-03-07T16:23:41.544Z","Cancel",,"Web","complete",,,,,,
"434","insertValue","2019-03-07T16:23:51.544Z","name","name911","Web","complete",,,,,,
"434","insertValue","2019-03-07T16:23:53.339Z","surname","surname911","Web","complete",,,,,,
"434","insertValue","2019-03-07T16:24:09.552Z","age","23","Web","complete",,,,,,
"434","insertValue","2019-03-07T16:24:24.767Z","type","2","Web","complete",,,,,,
"434","clickButton","2019-03-07T16:24:33.164Z","B1",,"Web","complete",,,,,,
"434","insertValue","2019-03-07T16:24:36.966Z",,"3724","Excel","complete","B","11",,,,
"434","goToUrl","2019-03-07T16:24:42.552Z",,,"Web","complete",,,"www.webpage2.com",,,
"434","copy","2019-03-07T16:24:50.708Z","value2","value3724","Web","complete",,,,,,
"434","paste","2019-03-07T16:24:53.789Z",,"vaue3724","Excel","complete","C","2",,,,
"434","paste","2019-03-07T16:24:55.954Z","finalCode","vaue3724","Web","complete",,,,,,
"434","clickButton","2019-03-07T16:24:58.360Z","OK",,"Web","complete",,,,,,
"435","insertValue","2019-03-07T16:25:08.360Z","name","name1746","Web","complete",,,,,,
"435","insertValue","2019-03-07T16:25:17.247Z","surname","surname1746","Web","complete",,,,,,
"435","insertValue","2019-03-07T16:25:24.325Z","age","24","Web","complete",,,,,,
"435","insertValue","2019-03-07T16:25:33.777Z","type","3","Web","complete",,,,,,
"435","clickButton","2019-03-07T16:25:47.315Z","B4",,"Web","complete",,,,,,
"435","goToUrl","2019-03-07T16:25:49.727Z",,,"Web","complete",,,"www.webpage.com",,,
"435","clickButton","2019-03-07T16:25:51.912Z","B5",,"Web","complete",,,,,,
"435","insertValue","2019-03-07T16:26:03.113Z","valueX","valuex1746","Web","complete",,,,,,
"435","clickButton","2019-03-07T16:26:04.434Z","OK",,"Web","complete",,,,,,
