"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Sheet","FileName","Url","Column","Row"
"127","goToUrl","2019-02-21T09:44:32.846Z",,,"Web","complete",,,"www.webpage.com",,
"127","insertValue","2019-02-21T09:44:46.950Z","username","Frank01","Web","complete",,,,,
"127","insertValue","2019-02-21T09:44:47.990Z","password","LittleFrank123","Web","complete",,,,,
"127","clickButton","2019-02-21T09:44:56.021Z","confirm",,"Web","complete",,,,,
"127","waitResponse","2019-02-21T09:44:58.866Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"127","copy","2019-02-21T09:45:08.257Z","userID","ID1881","Web","complete",,,,,
"127","paste","2019-02-21T09:45:13.763Z","newID","ID1881","Web","complete",,,,,
"127","clickButton","2019-02-21T09:45:15.482Z","B3",,"Web","complete",,,,,
"127","paste","2019-02-21T09:45:19.602Z",,"ID1881","Excel","complete",,,,"A","90"
"127","copy","2019-02-21T09:45:22.270Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"127","paste","2019-02-21T09:45:24.985Z","Area","Melbourne 123","Web","complete",,,,,
"127","clickButton","2019-02-21T09:45:28.259Z","OK",,"Web","complete",,,,,
"128","insertValue","2019-02-21T09:45:38.259Z","userID","ID1590","Web","complete",,,,,
"128","openFile","2019-02-21T09:45:38.259Z",,,"Excel","complete","Sheet1","data.xls",,,
"128","goToUrl","2019-02-21T09:45:46.812Z",,,"Web","complete",,,"www.webpage.com",,
"128","insertValue","2019-02-21T09:46:01.544Z","username","Frank01","Web","complete",,,,,
"128","insertValue","2019-02-21T09:46:11.159Z","password","LittleFrank123","Web","complete",,,,,
"128","clickButton","2019-02-21T09:46:20.860Z","confirm",,"Web","complete",,,,,
"128","waitResponse","2019-02-21T09:46:23.109Z",,,"Web","complete",,,"www.webpage.com/ok",,
"128","clickButton","2019-02-21T09:46:31.165Z","Button1",,"Web","complete",,,,,
"128","clickButton","2019-02-21T09:46:34.296Z","B2",,"Web","complete",,,,,
"128","insertValue","2019-02-21T09:46:34.703Z","Constant","182381","Web","complete",,,,,
"128","copy","2019-02-21T09:46:38.104Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"128","paste","2019-02-21T09:46:40.348Z","Special code","Au 58124829 XT","Web","complete",,,,,
"128","copy","2019-02-21T09:46:43.132Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"128","paste","2019-02-21T09:46:45.891Z","Area","Melbourne 123","Web","complete",,,,,
"128","clickButton","2019-02-21T09:46:49.431Z","OK",,"Web","complete",,,,,
"129","insertValue","2019-02-21T09:46:59.431Z","userID","ID1901","Web","complete",,,,,
"129","openFile","2019-02-21T09:47:04.988Z",,,"Excel","complete","Sheet1","data.xls",,,
"129","goToUrl","2019-02-21T09:47:26.796Z",,,"Web","complete",,,"www.webpage.com",,
"129","insertValue","2019-02-21T09:47:27.378Z","username","Frank01","Web","complete",,,,,
"129","insertValue","2019-02-21T09:47:33.629Z","password","LittleFrank123","Web","complete",,,,,
"129","clickButton","2019-02-21T09:47:53.998Z","confirm",,"Web","complete",,,,,
"129","waitResponse","2019-02-21T09:47:56.718Z",,,"Web","complete",,,"www.webpage.com/ok",,
"129","clickButton","2019-02-21T09:47:58.963Z","Button1",,"Web","complete",,,,,
"129","clickButton","2019-02-21T09:48:02.681Z","B2",,"Web","complete",,,,,
"129","insertValue","2019-02-21T09:48:05.965Z","Constant","182381","Web","complete",,,,,
"129","copy","2019-02-21T09:48:09.552Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"129","paste","2019-02-21T09:48:11.374Z","Special code","Au 58124829 XT","Web","complete",,,,,
"129","copy","2019-02-21T09:48:12.681Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"129","paste","2019-02-21T09:48:16.045Z","Area","Melbourne 123","Web","complete",,,,,
"129","clickButton","2019-02-21T09:48:19.937Z","OK",,"Web","complete",,,,,
"130","insertValue","2019-02-21T09:48:29.937Z","userID","ID1539","Web","complete",,,,,
"130","openFile","2019-02-21T09:48:35.741Z",,,"Excel","complete","Sheet1","data.xls",,,
"130","goToUrl","2019-02-21T09:48:41.907Z",,,"Web","complete",,,"www.webpage.com",,
"130","insertValue","2019-02-21T09:48:55.537Z","username","Frank01","Web","complete",,,,,
"130","insertValue","2019-02-21T09:48:55.715Z","password","LittleFrank123","Web","complete",,,,,
"130","clickButton","2019-02-21T09:49:02.937Z","confirm",,"Web","complete",,,,,
"130","waitResponse","2019-02-21T09:49:06.376Z",,,"Web","complete",,,"www.webpage.com/ok",,
"130","clickButton","2019-02-21T09:49:09.225Z","Button1",,"Web","complete",,,,,
"130","clickButton","2019-02-21T09:49:12.635Z","B2",,"Web","complete",,,,,
"130","insertValue","2019-02-21T09:49:14.426Z","Constant","182381","Web","complete",,,,,
"130","copy","2019-02-21T09:49:19.047Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"130","paste","2019-02-21T09:49:20.760Z","Special code","Au 58124829 XT","Web","complete",,,,,
"130","copy","2019-02-21T09:49:22.404Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"130","paste","2019-02-21T09:49:25.707Z","Area","Melbourne 123","Web","complete",,,,,
"130","clickButton","2019-02-21T09:49:29.455Z","OK",,"Web","complete",,,,,
"131","insertValue","2019-02-21T09:49:39.455Z","userID","ID981","Web","complete",,,,,
"131","openFile","2019-02-21T09:49:47.825Z",,,"Excel","complete","Sheet1","data.xls",,,
"131","goToUrl","2019-02-21T09:50:03.213Z",,,"Web","complete",,,"www.webpage.com",,
"131","insertValue","2019-02-21T09:50:13.282Z","username","Frank01","Web","complete",,,,,
"131","insertValue","2019-02-21T09:50:13.282Z","password","LittleFrank123","Web","complete",,,,,
"131","clickButton","2019-02-21T09:50:19.269Z","confirm",,"Web","complete",,,,,
"131","waitResponse","2019-02-21T09:50:23.022Z",,,"Web","complete",,,"www.webpage.com/ok",,
"131","clickButton","2019-02-21T09:50:37.622Z","Button1",,"Web","complete",,,,,
"131","clickButton","2019-02-21T09:50:41.500Z","B2",,"Web","complete",,,,,
"131","insertValue","2019-02-21T09:50:43.232Z","Constant","182381","Web","complete",,,,,
"131","copy","2019-02-21T09:50:48.838Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"131","paste","2019-02-21T09:50:51.636Z","Special code","Au 58124829 XT","Web","complete",,,,,
"131","copy","2019-02-21T09:50:55.061Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"131","paste","2019-02-21T09:50:58.398Z","Area","Melbourne 123","Web","complete",,,,,
"131","clickButton","2019-02-21T09:51:01.784Z","OK",,"Web","complete",,,,,
"132","insertValue","2019-02-21T09:51:11.784Z","userID","ID345","Web","complete",,,,,
"132","openFile","2019-02-21T09:51:18.497Z",,,"Excel","complete","Sheet1","data.xls",,,
"132","goToUrl","2019-02-21T09:51:32.152Z",,,"Web","complete",,,"www.webpage.com",,
"132","insertValue","2019-02-21T09:51:45.677Z","username","Frank01","Web","complete",,,,,
"132","insertValue","2019-02-21T09:51:57.005Z","password","LittleFrank123","Web","complete",,,,,
"132","clickButton","2019-02-21T09:52:09.491Z","confirm",,"Web","complete",,,,,
"132","waitResponse","2019-02-21T09:52:10.804Z",,,"Web","complete",,,"www.webpage.com/ok",,
"132","clickButton","2019-02-21T09:52:18.278Z","Button1",,"Web","complete",,,,,
"132","clickButton","2019-02-21T09:52:19.654Z","B2",,"Web","complete",,,,,
"132","insertValue","2019-02-21T09:52:22.464Z","Constant","182381","Web","complete",,,,,
"132","copy","2019-02-21T09:52:25.222Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"132","paste","2019-02-21T09:52:26.199Z","Special code","Au 58124829 XT","Web","complete",,,,,
"132","copy","2019-02-21T09:52:29.195Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"132","paste","2019-02-21T09:52:30.932Z","Area","Melbourne 123","Web","complete",,,,,
"132","clickButton","2019-02-21T09:52:33.633Z","OK",,"Web","complete",,,,,
"133","insertValue","2019-02-21T09:52:43.633Z","userID","ID371","Web","complete",,,,,
"133","openFile","2019-02-21T09:52:53.722Z",,,"Excel","complete","Sheet1","data.xls",,,
"133","goToUrl","2019-02-21T09:53:06.649Z",,,"Web","complete",,,"www.webpage.com",,
"133","insertValue","2019-02-21T09:53:17.358Z","username","Frank01","Web","complete",,,,,
"133","insertValue","2019-02-21T09:53:17.358Z","password","LittleFrank123","Web","complete",,,,,
"133","clickButton","2019-02-21T09:53:29.203Z","confirm",,"Web","complete",,,,,
"133","waitResponse","2019-02-21T09:53:35.091Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"133","copy","2019-02-21T09:53:49.982Z","userID","ID371","Web","complete",,,,,
"133","paste","2019-02-21T09:53:53.129Z","newID","ID371","Web","complete",,,,,
"133","clickButton","2019-02-21T09:53:56.636Z","B3",,"Web","complete",,,,,
"133","paste","2019-02-21T09:53:58.881Z",,"ID371","Excel","complete",,,,"A","22"
"133","copy","2019-02-21T09:54:01.725Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"133","paste","2019-02-21T09:54:03.581Z","Area","Melbourne 123","Web","complete",,,,,
"133","clickButton","2019-02-21T09:54:06.585Z","OK",,"Web","complete",,,,,
"134","insertValue","2019-02-21T09:54:16.585Z","userID","ID63","Web","complete",,,,,
"134","openFile","2019-02-21T09:54:21.057Z",,,"Excel","complete","Sheet1","data.xls",,,
"134","goToUrl","2019-02-21T09:54:22.992Z",,,"Web","complete",,,"www.webpage.com",,
"134","insertValue","2019-02-21T09:54:29.805Z","username","Frank01","Web","complete",,,,,
"134","insertValue","2019-02-21T09:54:36.068Z","password","LittleFrank123","Web","complete",,,,,
"134","clickButton","2019-02-21T09:54:46.945Z","confirm",,"Web","complete",,,,,
"134","waitResponse","2019-02-21T09:54:50.790Z",,,"Web","complete",,,"www.webpage.com/ok",,
"134","clickButton","2019-02-21T09:54:56.825Z","Button1",,"Web","complete",,,,,
"134","clickButton","2019-02-21T09:55:01.059Z","B2",,"Web","complete",,,,,
"134","insertValue","2019-02-21T09:55:02.565Z","Constant","182381","Web","complete",,,,,
"134","copy","2019-02-21T09:55:05.285Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"134","paste","2019-02-21T09:55:07.909Z","Special code","Au 58124829 XT","Web","complete",,,,,
"134","copy","2019-02-21T09:55:11.539Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"134","paste","2019-02-21T09:55:15.704Z","Area","Melbourne 123","Web","complete",,,,,
"134","clickButton","2019-02-21T09:55:17.729Z","OK",,"Web","complete",,,,,
"135","insertValue","2019-02-21T09:55:27.729Z","userID","ID554","Web","complete",,,,,
"135","openFile","2019-02-21T09:55:38.869Z",,,"Excel","complete","Sheet1","data.xls",,,
"135","goToUrl","2019-02-21T09:55:43.350Z",,,"Web","complete",,,"www.webpage.com",,
"135","insertValue","2019-02-21T09:55:44.896Z","username","Frank01","Web","complete",,,,,
"135","insertValue","2019-02-21T09:55:49.309Z","password","LittleFrank123","Web","complete",,,,,
"135","clickButton","2019-02-21T09:55:49.309Z","confirm",,"Web","complete",,,,,
"135","waitResponse","2019-02-21T09:55:51.958Z",,,"Web","complete",,,"www.webpage.com/error",,
"135","copy","2019-02-21T09:55:57.782Z","userID","ID554","Web","complete",,,,,
"135","paste","2019-02-21T09:56:00.615Z","newID","ID554","Web","complete",,,,,
"135","clickButton","2019-02-21T09:56:03.648Z","B3",,"Web","complete",,,,,
"135","paste","2019-02-21T09:56:07.423Z",,"ID554","Excel","complete",,,,"A","74"
"135","copy","2019-02-21T09:56:10.340Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"135","paste","2019-02-21T09:56:12.715Z","Area","Melbourne 123","Web","complete",,,,,
"135","clickButton","2019-02-21T09:56:16.482Z","OK",,"Web","complete",,,,,
"136","insertValue","2019-02-21T09:56:26.482Z","userID","ID679","Web","complete",,,,,
"136","openFile","2019-02-21T09:56:33.133Z",,,"Excel","complete","Sheet1","data.xls",,,
"136","goToUrl","2019-02-21T09:56:33.133Z",,,"Web","complete",,,"www.webpage.com",,
"136","insertValue","2019-02-21T09:56:43.341Z","username","Frank01","Web","complete",,,,,
"136","insertValue","2019-02-21T09:56:53.273Z","password","LittleFrank123","Web","complete",,,,,
"136","clickButton","2019-02-21T09:56:53.958Z","confirm",,"Web","complete",,,,,
"136","waitResponse","2019-02-21T09:56:56.208Z",,,"Web","complete",,,"www.webpage.com/error",,
"136","copy","2019-02-21T09:57:01.564Z","userID","ID679","Web","complete",,,,,
"136","paste","2019-02-21T09:57:02.944Z","newID","ID679","Web","complete",,,,,
"136","clickButton","2019-02-21T09:57:04.808Z","B3",,"Web","complete",,,,,
"136","paste","2019-02-21T09:57:07.107Z",,"ID679","Excel","complete",,,,"A","76"
"136","copy","2019-02-21T09:57:11.492Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"136","paste","2019-02-21T09:57:14.519Z","Area","Melbourne 123","Web","complete",,,,,
"136","clickButton","2019-02-21T09:57:17.035Z","OK",,"Web","complete",,,,,
"137","insertValue","2019-02-21T09:57:27.035Z","userID","ID194","Web","complete",,,,,
"137","openFile","2019-02-21T09:57:35.270Z",,,"Excel","complete","Sheet1","data.xls",,,
"137","goToUrl","2019-02-21T09:57:42.326Z",,,"Web","complete",,,"www.webpage.com",,
"137","insertValue","2019-02-21T09:57:55.895Z","username","Frank01","Web","complete",,,,,
"137","insertValue","2019-02-21T09:57:59.893Z","password","LittleFrank123","Web","complete",,,,,
"137","clickButton","2019-02-21T09:58:14.837Z","confirm",,"Web","complete",,,,,
"137","waitResponse","2019-02-21T09:58:18.367Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"137","copy","2019-02-21T09:58:22.471Z","userID","ID194","Web","complete",,,,,
"137","paste","2019-02-21T09:58:25.773Z","newID","ID194","Web","complete",,,,,
"137","clickButton","2019-02-21T09:58:29.106Z","B3",,"Web","complete",,,,,
"137","paste","2019-02-21T09:58:33.021Z",,"ID194","Excel","complete",,,,"A","21"
"137","copy","2019-02-21T09:58:36.139Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"137","paste","2019-02-21T09:58:39.632Z","Area","Melbourne 123","Web","complete",,,,,
"137","clickButton","2019-02-21T09:58:43.698Z","OK",,"Web","complete",,,,,
"138","insertValue","2019-02-21T09:58:53.698Z","userID","ID642","Web","complete",,,,,
"138","openFile","2019-02-21T09:58:59.677Z",,,"Excel","complete","Sheet1","data.xls",,,
"138","goToUrl","2019-02-21T09:59:07.110Z",,,"Web","complete",,,"www.webpage.com",,
"138","insertValue","2019-02-21T09:59:18.513Z","username","Frank01","Web","complete",,,,,
"138","insertValue","2019-02-21T09:59:30.019Z","password","LittleFrank123","Web","complete",,,,,
"138","clickButton","2019-02-21T09:59:38.514Z","confirm",,"Web","complete",,,,,
"138","waitResponse","2019-02-21T09:59:41.246Z",,,"Web","complete",,,"www.webpage.com/ok",,
"138","clickButton","2019-02-21T09:59:55.824Z","Button1",,"Web","complete",,,,,
"138","clickButton","2019-02-21T10:00:00.896Z","B2",,"Web","complete",,,,,
"138","insertValue","2019-02-21T10:00:02.888Z","Constant","182381","Web","complete",,,,,
"138","copy","2019-02-21T10:00:05.513Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"138","paste","2019-02-21T10:00:08.452Z","Special code","Au 58124829 XT","Web","complete",,,,,
"138","copy","2019-02-21T10:00:11.378Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"138","paste","2019-02-21T10:00:13.614Z","Area","Melbourne 123","Web","complete",,,,,
"138","clickButton","2019-02-21T10:00:17.276Z","OK",,"Web","complete",,,,,
"139","insertValue","2019-02-21T10:00:27.276Z","userID","ID1635","Web","complete",,,,,
"139","openFile","2019-02-21T10:00:43.269Z",,,"Excel","complete","Sheet1","data.xls",,,
"139","goToUrl","2019-02-21T10:00:48.221Z",,,"Web","complete",,,"www.webpage.com",,
"139","insertValue","2019-02-21T10:00:48.474Z","username","Frank01","Web","complete",,,,,
"139","insertValue","2019-02-21T10:00:54.354Z","password","LittleFrank123","Web","complete",,,,,
"139","clickButton","2019-02-21T10:01:07.901Z","confirm",,"Web","complete",,,,,
"139","waitResponse","2019-02-21T10:01:08.562Z",,,"Web","complete",,,"www.webpage.com/ok",,
"139","clickButton","2019-02-21T10:01:15.854Z","Button1",,"Web","complete",,,,,
"139","clickButton","2019-02-21T10:01:19.640Z","B2",,"Web","complete",,,,,
"139","insertValue","2019-02-21T10:01:21.655Z","Constant","182381","Web","complete",,,,,
"139","copy","2019-02-21T10:01:24.991Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"139","paste","2019-02-21T10:01:28.385Z","Special code","Au 58124829 XT","Web","complete",,,,,
"139","copy","2019-02-21T10:01:33.135Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"139","paste","2019-02-21T10:01:36.609Z","Area","Melbourne 123","Web","complete",,,,,
"139","clickButton","2019-02-21T10:01:40.629Z","OK",,"Web","complete",,,,,
"140","insertValue","2019-02-21T10:01:50.629Z","userID","ID728","Web","complete",,,,,
"140","openFile","2019-02-21T10:02:06.963Z",,,"Excel","complete","Sheet1","data.xls",,,
"140","goToUrl","2019-02-21T10:02:23.383Z",,,"Web","complete",,,"www.webpage.com",,
"140","insertValue","2019-02-21T10:02:26.177Z","username","Frank01","Web","complete",,,,,
"140","insertValue","2019-02-21T10:02:33.014Z","password","LittleFrank123","Web","complete",,,,,
"140","clickButton","2019-02-21T10:02:45.067Z","confirm",,"Web","complete",,,,,
"140","waitResponse","2019-02-21T10:02:48.815Z",,,"Web","complete",,,"www.webpage.com/ok",,
"140","clickButton","2019-02-21T10:02:55.324Z","Button1",,"Web","complete",,,,,
"140","clickButton","2019-02-21T10:02:57.286Z","B2",,"Web","complete",,,,,
"140","insertValue","2019-02-21T10:03:01.675Z","Constant","182381","Web","complete",,,,,
"140","copy","2019-02-21T10:03:05.432Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"140","paste","2019-02-21T10:03:08.835Z","Special code","Au 58124829 XT","Web","complete",,,,,
"140","copy","2019-02-21T10:03:11.493Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"140","paste","2019-02-21T10:03:14.361Z","Area","Melbourne 123","Web","complete",,,,,
"140","clickButton","2019-02-21T10:03:16.898Z","OK",,"Web","complete",,,,,
"141","insertValue","2019-02-21T10:03:26.898Z","userID","ID501","Web","complete",,,,,
"141","openFile","2019-02-21T10:03:28.958Z",,,"Excel","complete","Sheet1","data.xls",,,
"141","goToUrl","2019-02-21T10:03:33.490Z",,,"Web","complete",,,"www.webpage.com",,
"141","insertValue","2019-02-21T10:03:41.291Z","username","Frank01","Web","complete",,,,,
"141","insertValue","2019-02-21T10:03:48.064Z","password","LittleFrank123","Web","complete",,,,,
"141","clickButton","2019-02-21T10:03:55.054Z","confirm",,"Web","complete",,,,,
"141","waitResponse","2019-02-21T10:03:57.452Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"141","copy","2019-02-21T10:04:03.957Z","userID","ID501","Web","complete",,,,,
"141","paste","2019-02-21T10:04:07.238Z","newID","ID501","Web","complete",,,,,
"141","clickButton","2019-02-21T10:04:10.458Z","B3",,"Web","complete",,,,,
"141","paste","2019-02-21T10:04:13.467Z",,"ID501","Excel","complete",,,,"A","69"
"141","copy","2019-02-21T10:04:15.859Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"141","paste","2019-02-21T10:04:18.472Z","Area","Melbourne 123","Web","complete",,,,,
"141","clickButton","2019-02-21T10:04:22.071Z","OK",,"Web","complete",,,,,
"142","insertValue","2019-02-21T10:04:32.071Z","userID","ID865","Web","complete",,,,,
"142","openFile","2019-02-21T10:04:36.048Z",,,"Excel","complete","Sheet1","data.xls",,,
"142","goToUrl","2019-02-21T10:04:46.315Z",,,"Web","complete",,,"www.webpage.com",,
"142","insertValue","2019-02-21T10:04:48.463Z","username","Frank01","Web","complete",,,,,
"142","insertValue","2019-02-21T10:04:50.739Z","password","LittleFrank123","Web","complete",,,,,
"142","clickButton","2019-02-21T10:04:57.698Z","confirm",,"Web","complete",,,,,
"142","waitResponse","2019-02-21T10:05:00.106Z",,,"Web","complete",,,"www.webpage.com/ok",,
"142","clickButton","2019-02-21T10:05:05.286Z","Button1",,"Web","complete",,,,,
"142","clickButton","2019-02-21T10:05:10.289Z","B2",,"Web","complete",,,,,
"142","insertValue","2019-02-21T10:05:13.010Z","Constant","182381","Web","complete",,,,,
"142","copy","2019-02-21T10:05:16.910Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"142","paste","2019-02-21T10:05:19.271Z","Special code","Au 58124829 XT","Web","complete",,,,,
"142","copy","2019-02-21T10:05:22.653Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"142","paste","2019-02-21T10:05:26.475Z","Area","Melbourne 123","Web","complete",,,,,
"142","clickButton","2019-02-21T10:05:30.077Z","OK",,"Web","complete",,,,,
"143","insertValue","2019-02-21T10:05:40.077Z","userID","ID1573","Web","complete",,,,,
"143","openFile","2019-02-21T10:05:45.955Z",,,"Excel","complete","Sheet1","data.xls",,,
"143","goToUrl","2019-02-21T10:05:49.477Z",,,"Web","complete",,,"www.webpage.com",,
"143","insertValue","2019-02-21T10:05:51.364Z","username","Frank01","Web","complete",,,,,
"143","insertValue","2019-02-21T10:06:00.962Z","password","LittleFrank123","Web","complete",,,,,
"143","clickButton","2019-02-21T10:06:09.323Z","confirm",,"Web","complete",,,,,
"143","waitResponse","2019-02-21T10:06:12.582Z",,,"Web","complete",,,"www.webpage.com/ok",,
"143","clickButton","2019-02-21T10:06:18.171Z","Button1",,"Web","complete",,,,,
"143","clickButton","2019-02-21T10:06:21.599Z","B2",,"Web","complete",,,,,
"143","insertValue","2019-02-21T10:06:25.035Z","Constant","182381","Web","complete",,,,,
"143","copy","2019-02-21T10:06:26.897Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"143","paste","2019-02-21T10:06:28.485Z","Special code","Au 58124829 XT","Web","complete",,,,,
"143","copy","2019-02-21T10:06:31.847Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"143","paste","2019-02-21T10:06:33.955Z","Area","Melbourne 123","Web","complete",,,,,
"143","clickButton","2019-02-21T10:06:36.081Z","OK",,"Web","complete",,,,,
"144","insertValue","2019-02-21T10:06:46.081Z","userID","ID1256","Web","complete",,,,,
"144","openFile","2019-02-21T10:06:58.349Z",,,"Excel","complete","Sheet1","data.xls",,,
"144","goToUrl","2019-02-21T10:07:16.347Z",,,"Web","complete",,,"www.webpage.com",,
"144","insertValue","2019-02-21T10:07:28.260Z","username","Frank01","Web","complete",,,,,
"144","insertValue","2019-02-21T10:07:37.962Z","password","LittleFrank123","Web","complete",,,,,
"144","clickButton","2019-02-21T10:07:43.960Z","confirm",,"Web","complete",,,,,
"144","waitResponse","2019-02-21T10:07:48.239Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"144","copy","2019-02-21T10:07:51.080Z","userID","ID1256","Web","complete",,,,,
"144","paste","2019-02-21T10:07:52.752Z","newID","ID1256","Web","complete",,,,,
"144","clickButton","2019-02-21T10:07:55.521Z","B3",,"Web","complete",,,,,
"144","paste","2019-02-21T10:08:00.424Z",,"ID1256","Excel","complete",,,,"A","9"
"144","copy","2019-02-21T10:08:01.990Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"144","paste","2019-02-21T10:08:05.055Z","Area","Melbourne 123","Web","complete",,,,,
"144","clickButton","2019-02-21T10:08:06.558Z","OK",,"Web","complete",,,,,
"145","insertValue","2019-02-21T10:08:16.558Z","userID","ID1297","Web","complete",,,,,
"145","openFile","2019-02-21T10:08:24.368Z",,,"Excel","complete","Sheet1","data.xls",,,
"145","goToUrl","2019-02-21T10:08:24.368Z",,,"Web","complete",,,"www.webpage.com",,
"145","insertValue","2019-02-21T10:08:33.288Z","username","Frank01","Web","complete",,,,,
"145","insertValue","2019-02-21T10:08:37.577Z","password","LittleFrank123","Web","complete",,,,,
"145","clickButton","2019-02-21T10:08:44.036Z","confirm",,"Web","complete",,,,,
"145","waitResponse","2019-02-21T10:08:48.759Z",,,"Web","complete",,,"www.webpage.com/ok",,
"145","clickButton","2019-02-21T10:09:04.715Z","Button1",,"Web","complete",,,,,
"145","clickButton","2019-02-21T10:09:07.217Z","B2",,"Web","complete",,,,,
"145","insertValue","2019-02-21T10:09:09.265Z","Constant","182381","Web","complete",,,,,
"145","copy","2019-02-21T10:09:11.927Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"145","paste","2019-02-21T10:09:14.654Z","Special code","Au 58124829 XT","Web","complete",,,,,
"145","copy","2019-02-21T10:09:18.764Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"145","paste","2019-02-21T10:09:19.624Z","Area","Melbourne 123","Web","complete",,,,,
"145","clickButton","2019-02-21T10:09:22.222Z","OK",,"Web","complete",,,,,
"146","insertValue","2019-02-21T10:09:32.222Z","userID","ID802","Web","complete",,,,,
"146","openFile","2019-02-21T10:09:39.328Z",,,"Excel","complete","Sheet1","data.xls",,,
"146","goToUrl","2019-02-21T10:09:39.328Z",,,"Web","complete",,,"www.webpage.com",,
"146","insertValue","2019-02-21T10:09:56.447Z","username","Frank01","Web","complete",,,,,
"146","insertValue","2019-02-21T10:10:07.880Z","password","LittleFrank123","Web","complete",,,,,
"146","clickButton","2019-02-21T10:10:11.608Z","confirm",,"Web","complete",,,,,
"146","waitResponse","2019-02-21T10:10:17.180Z",,,"Web","complete",,,"www.webpage.com/ok",,
"146","clickButton","2019-02-21T10:10:23.585Z","Button1",,"Web","complete",,,,,
"146","clickButton","2019-02-21T10:10:26.434Z","B2",,"Web","complete",,,,,
"146","insertValue","2019-02-21T10:10:30.899Z","Constant","182381","Web","complete",,,,,
"146","copy","2019-02-21T10:10:34.296Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"146","paste","2019-02-21T10:10:36.535Z","Special code","Au 58124829 XT","Web","complete",,,,,
"146","copy","2019-02-21T10:10:40.293Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"146","paste","2019-02-21T10:10:43.174Z","Area","Melbourne 123","Web","complete",,,,,
"146","clickButton","2019-02-21T10:10:47.243Z","OK",,"Web","complete",,,,,
"147","insertValue","2019-02-21T10:10:57.243Z","userID","ID261","Web","complete",,,,,
"147","openFile","2019-02-21T10:11:11.312Z",,,"Excel","complete","Sheet1","data.xls",,,
"147","goToUrl","2019-02-21T10:11:18.945Z",,,"Web","complete",,,"www.webpage.com",,
"147","insertValue","2019-02-21T10:11:18.945Z","username","Frank01","Web","complete",,,,,
"147","insertValue","2019-02-21T10:11:21.696Z","password","LittleFrank123","Web","complete",,,,,
"147","clickButton","2019-02-21T10:11:35.815Z","confirm",,"Web","complete",,,,,
"147","waitResponse","2019-02-21T10:11:39.154Z",,,"Web","complete",,,"www.webpage.com/ok",,
"147","clickButton","2019-02-21T10:11:48.308Z","Button1",,"Web","complete",,,,,
"147","clickButton","2019-02-21T10:11:50.258Z","B2",,"Web","complete",,,,,
"147","insertValue","2019-02-21T10:11:54.710Z","Constant","182381","Web","complete",,,,,
"147","copy","2019-02-21T10:11:57.678Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"147","paste","2019-02-21T10:11:58.006Z","Special code","Au 58124829 XT","Web","complete",,,,,
"147","copy","2019-02-21T10:12:01.750Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"147","paste","2019-02-21T10:12:05.097Z","Area","Melbourne 123","Web","complete",,,,,
"147","clickButton","2019-02-21T10:12:08.179Z","OK",,"Web","complete",,,,,
"148","insertValue","2019-02-21T10:12:18.179Z","userID","ID230","Web","complete",,,,,
"148","openFile","2019-02-21T10:12:30.423Z",,,"Excel","complete","Sheet1","data.xls",,,
