"caseID","eventType","timeStamp","Label","source","lifecycle:transition","Value","Key","ref","FilePath","FileExtension","NameFile","Column","Row"
"205","clickButton","2019-03-05T15:16:33.187Z","update","Web","complete",,,"ID880",,,,,
"205","insertValue","2019-03-05T15:16:35.482Z","address","Web","complete","addA107addB1509",,,,,,,
"205","insertValue","2019-03-05T15:16:47.305Z","country","Web","complete","Australia",,,,,,,
"205","openFile","2019-03-05T15:16:59.896Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID880",,
"205","copy","2019-03-05T15:17:10.357Z","address","Web","complete","addB1509",,,,,,,
"205","paste","2019-03-05T15:17:19.318Z",,"Excel","complete","addB1509",,,,,,"A","5"
"205","saveFile","2019-03-05T15:17:22.102Z","save","Excel","complete",,,,,,,,
"205","clickButton","2019-03-05T15:17:25.360Z","ConfirmWithFile","Web","complete",,,,,,,,
"206","clickButton","2019-03-05T15:17:38.182Z","Clients","Web","complete",,,,,,,,
"206","insertValue","2019-03-05T15:17:39.547Z","clientID","Web","complete","ID1579",,,,,,,
"206","pressKey","2019-03-05T15:17:54.786Z",,"Web","complete",,"enter",,,,,,
"206","clickButton","2019-03-05T15:17:57.355Z","update","Web","complete",,,"ID1579",,,,,
"206","insertValue","2019-03-05T15:18:00.964Z","address","Web","complete","addA1831addB1759",,,,,,,
"206","insertValue","2019-03-05T15:18:14.774Z","country","Web","complete","Australia",,,,,,,
"206","openFile","2019-03-05T15:18:18.718Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1579",,
"206","copy","2019-03-05T15:18:29.489Z","address","Web","complete","addB1759",,,,,,,
"206","paste","2019-03-05T15:18:33.032Z",,"Excel","complete","addB1759",,,,,,"A","5"
"206","saveFile","2019-03-05T15:18:35.489Z","save","Excel","complete",,,,,,,,
"206","clickButton","2019-03-05T15:18:37.909Z","ConfirmWithFile","Web","complete",,,,,,,,
"207","clickButton","2019-03-05T15:18:50.825Z","Clients","Web","complete",,,,,,,,
"207","insertValue","2019-03-05T15:18:54.863Z","clientID","Web","complete","ID777",,,,,,,
"207","pressKey","2019-03-05T15:19:03.032Z",,"Web","complete",,"enter",,,,,,
"207","clickButton","2019-03-05T15:19:04.847Z","update","Web","complete",,,"ID777",,,,,
"207","insertValue","2019-03-05T15:19:09.132Z","address","Web","complete","addA1104addB1622",,,,,,,
"207","insertValue","2019-03-05T15:19:15.599Z","country","Web","complete","Australia",,,,,,,
"207","openFile","2019-03-05T15:19:20.771Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID777",,
"207","copy","2019-03-05T15:19:34.146Z","address","Web","complete","addB1622",,,,,,,
"207","paste","2019-03-05T15:19:36.009Z",,"Excel","complete","addB1622",,,,,,"A","5"
"207","saveFile","2019-03-05T15:19:38.939Z","save","Excel","complete",,,,,,,,
"207","clickButton","2019-03-05T15:19:40.182Z","ConfirmWithFile","Web","complete",,,,,,,,
"208","clickButton","2019-03-05T15:19:51.123Z","Clients","Web","complete",,,,,,,,
"208","insertValue","2019-03-05T15:19:54.729Z","clientID","Web","complete","ID858",,,,,,,
"208","pressKey","2019-03-05T15:20:05.971Z",,"Web","complete",,"enter",,,,,,
"208","clickButton","2019-03-05T15:20:08.369Z","update","Web","complete",,,"ID858",,,,,
"208","insertValue","2019-03-05T15:20:12.861Z","address","Web","complete","addA443addB134",,,,,,,
"208","insertValue","2019-03-05T15:20:12.861Z","country","Web","complete","Country115",,,,,,,
"208","clickButton","2019-03-05T15:20:21.051Z","UnbindFile","Web","complete",,,,,,,,
"208","clickButton","2019-03-05T15:20:26.024Z","OK","Web","complete",,,,,,,,
"208","clickButton","2019-03-05T15:20:30.584Z","Confirm","Web","complete",,,,,,,,
"209","clickButton","2019-03-05T15:20:45.100Z","Clients","Web","complete",,,,,,,,
"209","insertValue","2019-03-05T15:20:49.279Z","clientID","Web","complete","ID204",,,,,,,
"209","pressKey","2019-03-05T15:20:49.746Z",,"Web","complete",,"enter",,,,,,
"209","clickButton","2019-03-05T15:20:51.518Z","update","Web","complete",,,"ID204",,,,,
"209","insertValue","2019-03-05T15:20:54.782Z","address","Web","complete","addA1983addB1441",,,,,,,
"209","insertValue","2019-03-05T15:21:04.608Z","country","Web","complete","Australia",,,,,,,
"209","openFile","2019-03-05T15:21:19.094Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID204",,
"209","copy","2019-03-05T15:21:24.774Z","address","Web","complete","addB1441",,,,,,,
"209","paste","2019-03-05T15:21:30.314Z",,"Excel","complete","addB1441",,,,,,"A","5"
"209","saveFile","2019-03-05T15:21:32.908Z","save","Excel","complete",,,,,,,,
"209","clickButton","2019-03-05T15:21:35.490Z","ConfirmWithFile","Web","complete",,,,,,,,
"210","clickButton","2019-03-05T15:21:49.092Z","Clients","Web","complete",,,,,,,,
"210","insertValue","2019-03-05T15:21:51.053Z","clientID","Web","complete","ID1070",,,,,,,
"210","pressKey","2019-03-05T15:21:59.424Z",,"Web","complete",,"enter",,,,,,
"210","clickButton","2019-03-05T15:22:04.365Z","update","Web","complete",,,"ID1070",,,,,
"210","insertValue","2019-03-05T15:22:06.468Z","address","Web","complete","addA1509addB788",,,,,,,
"210","insertValue","2019-03-05T15:22:17.048Z","country","Web","complete","Country195",,,,,,,
"210","clickButton","2019-03-05T15:22:17.970Z","UnbindFile","Web","complete",,,,,,,,
"210","clickButton","2019-03-05T15:22:21.084Z","OK","Web","complete",,,,,,,,
"210","clickButton","2019-03-05T15:22:21.700Z","Confirm","Web","complete",,,,,,,,
"211","clickButton","2019-03-05T15:22:34.143Z","Clients","Web","complete",,,,,,,,
"211","insertValue","2019-03-05T15:22:37.144Z","clientID","Web","complete","ID45",,,,,,,
"211","pressKey","2019-03-05T15:22:46.432Z",,"Web","complete",,"enter",,,,,,
"211","clickButton","2019-03-05T15:22:49.363Z","update","Web","complete",,,"ID45",,,,,
"211","insertValue","2019-03-05T15:22:50.710Z","address","Web","complete","addA102addB1315",,,,,,,
"211","insertValue","2019-03-05T15:22:59.084Z","country","Web","complete","Country84",,,,,,,
"211","clickButton","2019-03-05T15:23:07.112Z","UnbindFile","Web","complete",,,,,,,,
"211","clickButton","2019-03-05T15:23:11.081Z","OK","Web","complete",,,,,,,,
"211","clickButton","2019-03-05T15:23:15.128Z","Confirm","Web","complete",,,,,,,,
"212","clickButton","2019-03-05T15:23:27.684Z","Clients","Web","complete",,,,,,,,
"212","insertValue","2019-03-05T15:23:30.585Z","clientID","Web","complete","ID677",,,,,,,
"212","pressKey","2019-03-05T15:23:36.751Z",,"Web","complete",,"enter",,,,,,
"212","clickButton","2019-03-05T15:23:39.389Z","update","Web","complete",,,"ID677",,,,,
"212","insertValue","2019-03-05T15:23:41.886Z","address","Web","complete","addA1328addB1984",,,,,,,
"212","insertValue","2019-03-05T15:23:51.726Z","country","Web","complete","Australia",,,,,,,
"212","openFile","2019-03-05T15:23:59.883Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID677",,
"212","copy","2019-03-05T15:24:08.157Z","address","Web","complete","addB1984",,,,,,,
"212","paste","2019-03-05T15:24:09.613Z",,"Excel","complete","addB1984",,,,,,"A","5"
"212","saveFile","2019-03-05T15:24:12.259Z","save","Excel","complete",,,,,,,,
"212","clickButton","2019-03-05T15:24:15.879Z","ConfirmWithFile","Web","complete",,,,,,,,
"213","clickButton","2019-03-05T15:24:28.352Z","Clients","Web","complete",,,,,,,,
"213","insertValue","2019-03-05T15:24:31.940Z","clientID","Web","complete","ID647",,,,,,,
"213","pressKey","2019-03-05T15:24:44.922Z",,"Web","complete",,"enter",,,,,,
"213","clickButton","2019-03-05T15:24:47.442Z","update","Web","complete",,,"ID647",,,,,
"213","insertValue","2019-03-05T15:24:49.294Z","address","Web","complete","addA1793addB595",,,,,,,
"213","insertValue","2019-03-05T15:24:51.116Z","country","Web","complete","Country80",,,,,,,
"213","clickButton","2019-03-05T15:24:59.990Z","UnbindFile","Web","complete",,,,,,,,
"213","clickButton","2019-03-05T15:25:03.371Z","OK","Web","complete",,,,,,,,
"213","clickButton","2019-03-05T15:25:07.120Z","Confirm","Web","complete",,,,,,,,
"214","clickButton","2019-03-05T15:25:19.958Z","Clients","Web","complete",,,,,,,,
"214","insertValue","2019-03-05T15:25:22.046Z","clientID","Web","complete","ID1032",,,,,,,
"214","pressKey","2019-03-05T15:25:30.814Z",,"Web","complete",,"enter",,,,,,
"214","clickButton","2019-03-05T15:25:34.508Z","update","Web","complete",,,"ID1032",,,,,
"214","insertValue","2019-03-05T15:25:38.404Z","address","Web","complete","addA1429addB108",,,,,,,
"214","insertValue","2019-03-05T15:25:43.638Z","country","Web","complete","Country143",,,,,,,
"214","clickButton","2019-03-05T15:25:57.134Z","UnbindFile","Web","complete",,,,,,,,
"214","clickButton","2019-03-05T15:26:01.284Z","OK","Web","complete",,,,,,,,
"214","clickButton","2019-03-05T15:26:02.798Z","Confirm","Web","complete",,,,,,,,
"215","clickButton","2019-03-05T15:26:15.842Z","Clients","Web","complete",,,,,,,,
"215","insertValue","2019-03-05T15:26:19.085Z","clientID","Web","complete","ID716",,,,,,,
"215","pressKey","2019-03-05T15:26:28.191Z",,"Web","complete",,"enter",,,,,,
"215","clickButton","2019-03-05T15:26:30.189Z","update","Web","complete",,,"ID716",,,,,
"215","insertValue","2019-03-05T15:26:33.685Z","address","Web","complete","addA1815addB839",,,,,,,
"215","insertValue","2019-03-05T15:26:46.880Z","country","Web","complete","Country182",,,,,,,
"215","clickButton","2019-03-05T15:26:46.880Z","UnbindFile","Web","complete",,,,,,,,
"215","clickButton","2019-03-05T15:26:49.788Z","OK","Web","complete",,,,,,,,
"215","clickButton","2019-03-05T15:26:51.706Z","Confirm","Web","complete",,,,,,,,
"216","clickButton","2019-03-05T15:27:05.012Z","Clients","Web","complete",,,,,,,,
"216","insertValue","2019-03-05T15:27:08.566Z","clientID","Web","complete","ID1323",,,,,,,
"216","pressKey","2019-03-05T15:27:27.378Z",,"Web","complete",,"enter",,,,,,
"216","clickButton","2019-03-05T15:27:31.714Z","update","Web","complete",,,"ID1323",,,,,
"216","insertValue","2019-03-05T15:27:34.703Z","address","Web","complete","addA1056addB1224",,,,,,,
"216","insertValue","2019-03-05T15:27:42.893Z","country","Web","complete","Australia",,,,,,,
"216","openFile","2019-03-05T15:27:49.576Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1323",,
"216","copy","2019-03-05T15:27:57.314Z","address","Web","complete","addB1224",,,,,,,
"216","paste","2019-03-05T15:28:13.803Z",,"Excel","complete","addB1224",,,,,,"A","5"
"216","saveFile","2019-03-05T15:28:16.271Z","save","Excel","complete",,,,,,,,
"216","clickButton","2019-03-05T15:28:20.480Z","ConfirmWithFile","Web","complete",,,,,,,,
"217","clickButton","2019-03-05T15:28:33.037Z","Clients","Web","complete",,,,,,,,
"217","insertValue","2019-03-05T15:28:35.490Z","clientID","Web","complete","ID799",,,,,,,
"217","pressKey","2019-03-05T15:28:54.325Z",,"Web","complete",,"enter",,,,,,
"217","clickButton","2019-03-05T15:28:56.747Z","update","Web","complete",,,"ID799",,,,,
"217","insertValue","2019-03-05T15:29:00.759Z","address","Web","complete","addA550addB1136",,,,,,,
"217","insertValue","2019-03-05T15:29:13.072Z","country","Web","complete","Country170",,,,,,,
"217","clickButton","2019-03-05T15:29:20.624Z","UnbindFile","Web","complete",,,,,,,,
"217","clickButton","2019-03-05T15:29:25.410Z","OK","Web","complete",,,,,,,,
"217","clickButton","2019-03-05T15:29:25.410Z","Confirm","Web","complete",,,,,,,,
"218","clickButton","2019-03-05T15:29:39.599Z","Clients","Web","complete",,,,,,,,
"218","insertValue","2019-03-05T15:29:41.723Z","clientID","Web","complete","ID127",,,,,,,
"218","pressKey","2019-03-05T15:29:51.087Z",,"Web","complete",,"enter",,,,,,
"218","clickButton","2019-03-05T15:29:54.249Z","update","Web","complete",,,"ID127",,,,,
"218","insertValue","2019-03-05T15:29:56.577Z","address","Web","complete","addA1970addB958",,,,,,,
"218","insertValue","2019-03-05T15:30:02.771Z","country","Web","complete","Australia",,,,,,,
"218","openFile","2019-03-05T15:30:09.833Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID127",,
"218","copy","2019-03-05T15:30:09.833Z","address","Web","complete","addB958",,,,,,,
"218","paste","2019-03-05T15:30:15.497Z",,"Excel","complete","addB958",,,,,,"A","5"
"218","saveFile","2019-03-05T15:30:17.779Z","save","Excel","complete",,,,,,,,
"218","clickButton","2019-03-05T15:30:21.647Z","ConfirmWithFile","Web","complete",,,,,,,,
"219","clickButton","2019-03-05T15:30:34.677Z","Clients","Web","complete",,,,,,,,
"219","insertValue","2019-03-05T15:30:37.544Z","clientID","Web","complete","ID1225",,,,,,,
"219","pressKey","2019-03-05T15:30:39.816Z",,"Web","complete",,"enter",,,,,,
"219","clickButton","2019-03-05T15:30:43.602Z","update","Web","complete",,,"ID1225",,,,,
"219","insertValue","2019-03-05T15:30:46.066Z","address","Web","complete","addA1989addB1488",,,,,,,
"219","insertValue","2019-03-05T15:30:58.336Z","country","Web","complete","Country195",,,,,,,
"219","clickButton","2019-03-05T15:31:07.753Z","UnbindFile","Web","complete",,,,,,,,
"219","clickButton","2019-03-05T15:31:10.608Z","OK","Web","complete",,,,,,,,
"219","clickButton","2019-03-05T15:31:11.942Z","Confirm","Web","complete",,,,,,,,
"220","clickButton","2019-03-05T15:31:24.709Z","Clients","Web","complete",,,,,,,,
"220","insertValue","2019-03-05T15:31:27.326Z","clientID","Web","complete","ID475",,,,,,,
"220","pressKey","2019-03-05T15:31:35.915Z",,"Web","complete",,"enter",,,,,,
"220","clickButton","2019-03-05T15:31:36.550Z","update","Web","complete",,,"ID475",,,,,
"220","insertValue","2019-03-05T15:31:39.045Z","address","Web","complete","addA43addB1906",,,,,,,
"220","insertValue","2019-03-05T15:31:39.192Z","country","Web","complete","Country194",,,,,,,
"220","clickButton","2019-03-05T15:31:44.309Z","UnbindFile","Web","complete",,,,,,,,
"220","clickButton","2019-03-05T15:31:48.008Z","OK","Web","complete",,,,,,,,
"220","clickButton","2019-03-05T15:31:51.004Z","Confirm","Web","complete",,,,,,,,
"221","clickButton","2019-03-05T15:32:03.247Z","Clients","Web","complete",,,,,,,,
"221","insertValue","2019-03-05T15:32:05.810Z","clientID","Web","complete","ID495",,,,,,,
"221","pressKey","2019-03-05T15:32:10.866Z",,"Web","complete",,"enter",,,,,,
"221","clickButton","2019-03-05T15:32:12.818Z","update","Web","complete",,,"ID495",,,,,
"221","insertValue","2019-03-05T15:32:17.366Z","address","Web","complete","addA1662addB1776",,,,,,,
"221","insertValue","2019-03-05T15:32:24.671Z","country","Web","complete","Country106",,,,,,,
"221","clickButton","2019-03-05T15:32:24.671Z","UnbindFile","Web","complete",,,,,,,,
"221","clickButton","2019-03-05T15:32:26.433Z","OK","Web","complete",,,,,,,,
"221","clickButton","2019-03-05T15:32:28.752Z","Confirm","Web","complete",,,,,,,,
"222","clickButton","2019-03-05T15:32:42.312Z","Clients","Web","complete",,,,,,,,
"222","insertValue","2019-03-05T15:32:45.040Z","clientID","Web","complete","ID1791",,,,,,,
"222","pressKey","2019-03-05T15:32:50.163Z",,"Web","complete",,"enter",,,,,,
"222","clickButton","2019-03-05T15:32:52.840Z","update","Web","complete",,,"ID1791",,,,,
"222","insertValue","2019-03-05T15:32:57.026Z","address","Web","complete","addA1705addB872",,,,,,,
"222","insertValue","2019-03-05T15:33:08.300Z","country","Web","complete","Country151",,,,,,,
"222","clickButton","2019-03-05T15:33:19.925Z","UnbindFile","Web","complete",,,,,,,,
"222","clickButton","2019-03-05T15:33:25.005Z","OK","Web","complete",,,,,,,,
"222","clickButton","2019-03-05T15:33:29.007Z","Confirm","Web","complete",,,,,,,,
"223","clickButton","2019-03-05T15:33:42.242Z","Clients","Web","complete",,,,,,,,
"223","insertValue","2019-03-05T15:33:45.300Z","clientID","Web","complete","ID446",,,,,,,
"223","pressKey","2019-03-05T15:34:00.390Z",,"Web","complete",,"enter",,,,,,
"223","clickButton","2019-03-05T15:34:03.511Z","update","Web","complete",,,"ID446",,,,,
"223","insertValue","2019-03-05T15:34:06.752Z","address","Web","complete","addA1839addB1967",,,,,,,
"223","insertValue","2019-03-05T15:34:15.063Z","country","Web","complete","Country86",,,,,,,
"223","clickButton","2019-03-05T15:34:21.842Z","UnbindFile","Web","complete",,,,,,,,
"223","clickButton","2019-03-05T15:34:25.131Z","OK","Web","complete",,,,,,,,
"223","clickButton","2019-03-05T15:34:27.589Z","Confirm","Web","complete",,,,,,,,
"224","clickButton","2019-03-05T15:34:40.460Z","Clients","Web","complete",,,,,,,,
"224","insertValue","2019-03-05T15:34:43.444Z","clientID","Web","complete","ID720",,,,,,,
"224","pressKey","2019-03-05T15:34:52.477Z",,"Web","complete",,"enter",,,,,,
"224","clickButton","2019-03-05T15:34:55.928Z","update","Web","complete",,,"ID720",,,,,
"224","insertValue","2019-03-05T15:34:59.982Z","address","Web","complete","addA715addB1266",,,,,,,
"224","insertValue","2019-03-05T15:35:08.886Z","country","Web","complete","Country69",,,,,,,
"224","clickButton","2019-03-05T15:35:21.111Z","UnbindFile","Web","complete",,,,,,,,
"224","clickButton","2019-03-05T15:35:23.837Z","OK","Web","complete",,,,,,,,
"224","clickButton","2019-03-05T15:35:27.325Z","Confirm","Web","complete",,,,,,,,
"225","clickButton","2019-03-05T15:35:39.606Z","Clients","Web","complete",,,,,,,,
"225","insertValue","2019-03-05T15:35:41.973Z","clientID","Web","complete","ID126",,,,,,,
"225","pressKey","2019-03-05T15:35:47.908Z",,"Web","complete",,"enter",,,,,,
"225","clickButton","2019-03-05T15:35:51.695Z","update","Web","complete",,,"ID126",,,,,
"225","insertValue","2019-03-05T15:35:53.876Z","address","Web","complete","addA272addB825",,,,,,,
"225","insertValue","2019-03-05T15:35:54.737Z","country","Web","complete","Country46",,,,,,,
"225","clickButton","2019-03-05T15:36:04.952Z","UnbindFile","Web","complete",,,,,,,,
"225","clickButton","2019-03-05T15:36:09.136Z","OK","Web","complete",,,,,,,,
"225","clickButton","2019-03-05T15:36:12.613Z","Confirm","Web","complete",,,,,,,,
"226","clickButton","2019-03-05T15:36:24.699Z","Clients","Web","complete",,,,,,,,
"226","insertValue","2019-03-05T15:36:28.001Z","clientID","Web","complete","ID851",,,,,,,
"226","pressKey","2019-03-05T15:36:29.130Z",,"Web","complete",,"enter",,,,,,
"226","clickButton","2019-03-05T15:36:31.389Z","update","Web","complete",,,"ID851",,,,,
"226","insertValue","2019-03-05T15:36:34.829Z","address","Web","complete","addA731addB1651",,,,,,,
"226","insertValue","2019-03-05T15:36:47.980Z","country","Web","complete","Country20",,,,,,,
"226","clickButton","2019-03-05T15:36:56.009Z","UnbindFile","Web","complete",,,,,,,,
"226","clickButton","2019-03-05T15:36:59.841Z","OK","Web","complete",,,,,,,,
"226","clickButton","2019-03-05T15:37:02.615Z","Confirm","Web","complete",,,,,,,,
"227","clickButton","2019-03-05T15:37:15.508Z","Clients","Web","complete",,,,,,,,
"227","insertValue","2019-03-05T15:37:19.194Z","clientID","Web","complete","ID911",,,,,,,
"227","pressKey","2019-03-05T15:37:24.530Z",,"Web","complete",,"enter",,,,,,
"227","clickButton","2019-03-05T15:37:26.979Z","update","Web","complete",,,"ID911",,,,,
"227","insertValue","2019-03-05T15:37:30.463Z","address","Web","complete","addA1689addB744",,,,,,,
"227","insertValue","2019-03-05T15:37:45.216Z","country","Web","complete","Australia",,,,,,,
"227","openFile","2019-03-05T15:37:52.506Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID911",,
"227","copy","2019-03-05T15:38:06.835Z","address","Web","complete","addB744",,,,,,,
"227","paste","2019-03-05T15:38:17.164Z",,"Excel","complete","addB744",,,,,,"A","5"
"227","saveFile","2019-03-05T15:38:20.676Z","save","Excel","complete",,,,,,,,
"227","clickButton","2019-03-05T15:38:22.355Z","ConfirmWithFile","Web","complete",,,,,,,,
"228","clickButton","2019-03-05T15:38:36.908Z","Clients","Web","complete",,,,,,,,
"228","insertValue","2019-03-05T15:38:40.579Z","clientID","Web","complete","ID1751",,,,,,,
"228","pressKey","2019-03-05T15:38:51.910Z",,"Web","complete",,"enter",,,,,,
"228","clickButton","2019-03-05T15:38:57.055Z","update","Web","complete",,,"ID1751",,,,,
"228","insertValue","2019-03-05T15:38:59.226Z","address","Web","complete","addA135addB1227",,,,,,,
"228","insertValue","2019-03-05T15:39:12.059Z","country","Web","complete","Country191",,,,,,,
"228","clickButton","2019-03-05T15:39:22.230Z","UnbindFile","Web","complete",,,,,,,,
"228","clickButton","2019-03-05T15:39:27.131Z","OK","Web","complete",,,,,,,,
"228","clickButton","2019-03-05T15:39:29.287Z","Confirm","Web","complete",,,,,,,,
"229","clickButton","2019-03-05T15:39:42.013Z","Clients","Web","complete",,,,,,,,
"229","insertValue","2019-03-05T15:39:45.716Z","clientID","Web","complete","ID850",,,,,,,
"229","pressKey","2019-03-05T15:39:48.393Z",,"Web","complete",,"enter",,,,,,
"229","clickButton","2019-03-05T15:39:52.436Z","update","Web","complete",,,"ID850",,,,,
"229","insertValue","2019-03-05T15:39:55.884Z","address","Web","complete","addA798addB1571",,,,,,,
"229","insertValue","2019-03-05T15:39:58.241Z","country","Web","complete","Country168",,,,,,,
"229","clickButton","2019-03-05T15:40:06.056Z","UnbindFile","Web","complete",,,,,,,,
"229","clickButton","2019-03-05T15:40:09.644Z","OK","Web","complete",,,,,,,,
"229","clickButton","2019-03-05T15:40:13.148Z","Confirm","Web","complete",,,,,,,,
"230","clickButton","2019-03-05T15:40:25.380Z","Clients","Web","complete",,,,,,,,
"230","insertValue","2019-03-05T15:40:26.993Z","clientID","Web","complete","ID783",,,,,,,
"230","pressKey","2019-03-05T15:40:36.102Z",,"Web","complete",,"enter",,,,,,
"230","clickButton","2019-03-05T15:40:39.946Z","update","Web","complete",,,"ID783",,,,,
"230","insertValue","2019-03-05T15:40:42.997Z","address","Web","complete","addA1613addB1928",,,,,,,
"230","insertValue","2019-03-05T15:41:03.485Z","country","Web","complete","Country120",,,,,,,
"230","clickButton","2019-03-05T15:41:13.109Z","UnbindFile","Web","complete",,,,,,,,
"230","clickButton","2019-03-05T15:41:15.646Z","OK","Web","complete",,,,,,,,
"230","clickButton","2019-03-05T15:41:19.079Z","Confirm","Web","complete",,,,,,,,
"231","clickButton","2019-03-05T15:41:33.189Z","Clients","Web","complete",,,,,,,,
"231","insertValue","2019-03-05T15:41:37.594Z","clientID","Web","complete","ID1736",,,,,,,
"231","pressKey","2019-03-05T15:41:42.642Z",,"Web","complete",,"enter",,,,,,
"231","clickButton","2019-03-05T15:41:44.704Z","update","Web","complete",,,"ID1736",,,,,
"231","insertValue","2019-03-05T15:41:48.316Z","address","Web","complete","addA1491addB259",,,,,,,
"231","insertValue","2019-03-05T15:42:01.791Z","country","Web","complete","Australia",,,,,,,
"231","openFile","2019-03-05T15:42:07.668Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1736",,
"231","copy","2019-03-05T15:42:14.476Z","address","Web","complete","addB259",,,,,,,
"231","paste","2019-03-05T15:42:22.747Z",,"Excel","complete","addB259",,,,,,"A","5"
"231","saveFile","2019-03-05T15:42:25.518Z","save","Excel","complete",,,,,,,,
"231","clickButton","2019-03-05T15:42:29.332Z","ConfirmWithFile","Web","complete",,,,,,,,
"232","clickButton","2019-03-05T15:42:43.159Z","Clients","Web","complete",,,,,,,,
"232","insertValue","2019-03-05T15:42:45.484Z","clientID","Web","complete","ID1324",,,,,,,
"232","pressKey","2019-03-05T15:42:58.388Z",,"Web","complete",,"enter",,,,,,
"232","clickButton","2019-03-05T15:43:02.551Z","update","Web","complete",,,"ID1324",,,,,
"232","insertValue","2019-03-05T15:43:05.748Z","address","Web","complete","addA447addB1921",,,,,,,
"232","insertValue","2019-03-05T15:43:15.857Z","country","Web","complete","Country107",,,,,,,
"232","clickButton","2019-03-05T15:43:34.410Z","UnbindFile","Web","complete",,,,,,,,
"232","clickButton","2019-03-05T15:43:38.864Z","OK","Web","complete",,,,,,,,
"232","clickButton","2019-03-05T15:43:40.536Z","Confirm","Web","complete",,,,,,,,
"233","clickButton","2019-03-05T15:43:54.023Z","Clients","Web","complete",,,,,,,,
"233","insertValue","2019-03-05T15:43:57.674Z","clientID","Web","complete","ID205",,,,,,,
"233","pressKey","2019-03-05T15:44:07.542Z",,"Web","complete",,"enter",,,,,,
"233","clickButton","2019-03-05T15:44:10.092Z","update","Web","complete",,,"ID205",,,,,
"233","insertValue","2019-03-05T15:44:12.250Z","address","Web","complete","addA1215addB8",,,,,,,
"233","insertValue","2019-03-05T15:44:12.425Z","country","Web","complete","Country153",,,,,,,
"233","clickButton","2019-03-05T15:44:29.093Z","UnbindFile","Web","complete",,,,,,,,
"233","clickButton","2019-03-05T15:44:33.545Z","OK","Web","complete",,,,,,,,
"233","clickButton","2019-03-05T15:44:36.079Z","Confirm","Web","complete",,,,,,,,
"234","clickButton","2019-03-05T15:44:47.501Z","Clients","Web","complete",,,,,,,,
"234","insertValue","2019-03-05T15:44:51.580Z","clientID","Web","complete","ID1582",,,,,,,
"234","pressKey","2019-03-05T15:45:07.370Z",,"Web","complete",,"enter",,,,,,
"234","clickButton","2019-03-05T15:45:09.381Z","update","Web","complete",,,"ID1582",,,,,
"234","insertValue","2019-03-05T15:45:12.102Z","address","Web","complete","addA291addB1596",,,,,,,
"234","insertValue","2019-03-05T15:45:17.244Z","country","Web","complete","Country18",,,,,,,
"234","clickButton","2019-03-05T15:45:28.164Z","UnbindFile","Web","complete",,,,,,,,
"234","clickButton","2019-03-05T15:45:32.119Z","OK","Web","complete",,,,,,,,
"234","clickButton","2019-03-05T15:45:35.310Z","Confirm","Web","complete",,,,,,,,
"235","clickButton","2019-03-05T15:45:47.042Z","Clients","Web","complete",,,,,,,,
"235","insertValue","2019-03-05T15:45:50.207Z","clientID","Web","complete","ID49",,,,,,,
"235","pressKey","2019-03-05T15:45:59.499Z",,"Web","complete",,"enter",,,,,,
"235","clickButton","2019-03-05T15:46:01.298Z","update","Web","complete",,,"ID49",,,,,
"235","insertValue","2019-03-05T15:46:05.399Z","address","Web","complete","addA1774addB1231",,,,,,,
"235","insertValue","2019-03-05T15:46:14.505Z","country","Web","complete","Country121",,,,,,,
"235","clickButton","2019-03-05T15:46:18.958Z","UnbindFile","Web","complete",,,,,,,,
"235","clickButton","2019-03-05T15:46:20.701Z","OK","Web","complete",,,,,,,,
"235","clickButton","2019-03-05T15:46:24.830Z","Confirm","Web","complete",,,,,,,,
"236","clickButton","2019-03-05T15:46:38.561Z","Clients","Web","complete",,,,,,,,
"236","insertValue","2019-03-05T15:46:42.668Z","clientID","Web","complete","ID1909",,,,,,,
"236","pressKey","2019-03-05T15:46:53.180Z",,"Web","complete",,"enter",,,,,,
"236","clickButton","2019-03-05T15:46:56.260Z","update","Web","complete",,,"ID1909",,,,,
"236","insertValue","2019-03-05T15:46:59.271Z","address","Web","complete","addA1972addB721",,,,,,,
"236","insertValue","2019-03-05T15:47:08.786Z","country","Web","complete","Australia",,,,,,,
"236","openFile","2019-03-05T15:47:09.676Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1909",,
"236","copy","2019-03-05T15:47:12.952Z","address","Web","complete","addB721",,,,,,,
"236","paste","2019-03-05T15:47:21.620Z",,"Excel","complete","addB721",,,,,,"A","5"
"236","saveFile","2019-03-05T15:47:24.887Z","save","Excel","complete",,,,,,,,
"236","clickButton","2019-03-05T15:47:27.642Z","ConfirmWithFile","Web","complete",,,,,,,,
"237","clickButton","2019-03-05T15:47:41.084Z","Clients","Web","complete",,,,,,,,
"237","insertValue","2019-03-05T15:47:42.110Z","clientID","Web","complete","ID469",,,,,,,
